Notes,County,County Code,Year,Year Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Lorain County, OH",39093,2011,2011,Drug-induced causes,D,424,301614,140.6
,"Lorain County, OH",39093,2012,2012,Drug-induced causes,D,480,301478,159.2
,"Lorain County, OH",39093,2013,2013,Drug-induced causes,D,535,302827,176.7
,"Lorain County, OH",39093,2014,2014,Drug-induced causes,D,554,304216,182.1
,"Lorain County, OH",39093,2015,2015,Drug-induced causes,D,655,305147,214.7
,"Lorain County, OH",39093,2016,2016,Drug-induced causes,D,738,306365,240.9
,"Lucas County, OH",39095,1999,1999,Drug-induced causes,D,78,455515,17.1
,"Lucas County, OH",39095,2000,2000,Drug-induced causes,D,98,455054,21.5
,"Lucas County, OH",39095,2001,2001,Drug-induced causes,D,79,454855,17.4
,"Lucas County, OH",39095,2002,2002,Drug-induced causes,D,99,454240,21.8
,"Lucas County, OH",39095,2003,2003,Drug-induced causes,D,105,453778,23.1
,"Lucas County, OH",39095,2004,2004,Drug-induced causes,D,112,451255,24.8
,"Lucas County, OH",39095,2005,2005,Drug-induced causes,D,165,449224,36.7
,"Lucas County, OH",39095,2006,2006,Drug-induced causes,D,159,446769,35.6
,"Lucas County, OH",39095,2007,2007,Drug-induced causes,D,811,445482,182.1
,"Lucas County, OH",39095,2008,2008,Drug-induced causes,D,921,443909,207.5
,"Lucas County, OH",39095,2009,2009,Drug-induced causes,D,832,442603,188
,"Lucas County, OH",39095,2010,2010,Drug-induced causes,D,818,441815,185.1
,"Lucas County, OH",39095,2011,2011,Drug-induced causes,D,913,440005,207.5
,"Lucas County, OH",39095,2012,2012,Drug-induced causes,D,977,437998,223.1
,"Lucas County, OH",39095,2013,2013,Drug-induced causes,D,818,436393,187.4
,"Lucas County, OH",39095,2014,2014,Drug-induced causes,D,856,435286,196.7
,"Lucas County, OH",39095,2015,2015,Drug-induced causes,D,829,433689,191.2
,"Lucas County, OH",39095,2016,2016,Drug-induced causes,D,925,432488,213.9
,"Madison County, OH",39097,2007,2007,Drug-induced causes,D,84,42392,198.2
,"Madison County, OH",39097,2008,2008,Drug-induced causes,D,88,43163,203.9
,"Madison County, OH",39097,2009,2009,Drug-induced causes,D,74,43353,170.7
,"Madison County, OH",39097,2010,2010,Drug-induced causes,D,98,43435,225.6
,"Madison County, OH",39097,2011,2011,Drug-induced causes,D,67,43401,154.4
,"Madison County, OH",39097,2012,2012,Drug-induced causes,D,71,43053,164.9
,"Madison County, OH",39097,2013,2013,Drug-induced causes,D,77,43277,177.9
,"Madison County, OH",39097,2014,2014,Drug-induced causes,D,81,43918,184.4
,"Madison County, OH",39097,2015,2015,Drug-induced causes,D,81,44094,183.7
,"Madison County, OH",39097,2016,2016,Drug-induced causes,D,105,43419,241.8
,"Mahoning County, OH",39099,1999,1999,Drug-induced causes,D,21,259145,8.1
,"Mahoning County, OH",39099,2000,2000,Drug-induced causes,D,40,257555,15.5
,"Mahoning County, OH",39099,2001,2001,Drug-induced causes,D,31,255264,12.1
,"Mahoning County, OH",39099,2002,2002,Drug-induced causes,D,37,252998,14.6
,"Mahoning County, OH",39099,2003,2003,Drug-induced causes,D,39,251696,15.5
,"Mahoning County, OH",39099,2004,2004,Drug-induced causes,D,47,249825,18.8
,"Mahoning County, OH",39099,2005,2005,Drug-induced causes,D,63,247702,25.4
,"Mahoning County, OH",39099,2006,2006,Drug-induced causes,D,58,246112,23.6
,"Mahoning County, OH",39099,2007,2007,Drug-induced causes,D,316,243453,129.8
,"Mahoning County, OH",39099,2008,2008,Drug-induced causes,D,386,241572,159.8
,"Mahoning County, OH",39099,2009,2009,Drug-induced causes,D,337,240050,140.4
,"Mahoning County, OH",39099,2010,2010,Drug-induced causes,D,435,238823,182.1
,"Mahoning County, OH",39099,2011,2011,Drug-induced causes,D,393,237270,165.6
,"Mahoning County, OH",39099,2012,2012,Drug-induced causes,D,412,235145,175.2
,"Mahoning County, OH",39099,2013,2013,Drug-induced causes,D,434,233869,185.6
,"Mahoning County, OH",39099,2014,2014,Drug-induced causes,D,374,233204,160.4
,"Mahoning County, OH",39099,2015,2015,Drug-induced causes,D,384,231900,165.6
,"Mahoning County, OH",39099,2016,2016,Drug-induced causes,D,429,230008,186.5
,"Marion County, OH",39101,2001,2001,Drug-induced causes,D,12,66156,Unreliable
,"Marion County, OH",39101,2002,2002,Drug-induced causes,D,10,66188,Unreliable
,"Marion County, OH",39101,2004,2004,Drug-induced causes,D,21,66361,31.6
,"Marion County, OH",39101,2005,2005,Drug-induced causes,D,15,66468,Unreliable
,"Marion County, OH",39101,2006,2006,Drug-induced causes,D,13,66345,Unreliable
,"Marion County, OH",39101,2007,2007,Drug-induced causes,D,159,66487,239.1
,"Marion County, OH",39101,2008,2008,Drug-induced causes,D,152,66840,227.4
,"Marion County, OH",39101,2009,2009,Drug-induced causes,D,150,66497,225.6
,"Marion County, OH",39101,2010,2010,Drug-induced causes,D,139,66501,209
,"Marion County, OH",39101,2011,2011,Drug-induced causes,D,137,66212,206.9
,"Marion County, OH",39101,2012,2012,Drug-induced causes,D,158,66238,238.5
,"Marion County, OH",39101,2013,2013,Drug-induced causes,D,132,65905,200.3
,"Marion County, OH",39101,2014,2014,Drug-induced causes,D,145,65720,220.6
,"Marion County, OH",39101,2015,2015,Drug-induced causes,D,126,65355,192.8
,"Marion County, OH",39101,2016,2016,Drug-induced causes,D,152,65096,233.5
,"Medina County, OH",39103,1999,1999,Drug-induced causes,D,11,149137,Unreliable
,"Medina County, OH",39103,2000,2000,Drug-induced causes,D,16,151095,Unreliable
,"Medina County, OH",39103,2001,2001,Drug-induced causes,D,12,154363,Unreliable
,"Medina County, OH",39103,2002,2002,Drug-induced causes,D,10,157502,Unreliable
,"Medina County, OH",39103,2003,2003,Drug-induced causes,D,19,160325,Unreliable
,"Medina County, OH",39103,2004,2004,Drug-induced causes,D,17,163048,Unreliable
,"Medina County, OH",39103,2005,2005,Drug-induced causes,D,21,164953,12.7
,"Medina County, OH",39103,2006,2006,Drug-induced causes,D,18,167298,Unreliable
,"Medina County, OH",39103,2007,2007,Drug-induced causes,D,117,168775,69.3
,"Medina County, OH",39103,2008,2008,Drug-induced causes,D,197,170330,115.7
,"Medina County, OH",39103,2009,2009,Drug-induced causes,D,163,171688,94.9
,"Medina County, OH",39103,2010,2010,Drug-induced causes,D,208,172332,120.7
,"Medina County, OH",39103,2011,2011,Drug-induced causes,D,227,173262,131
,"Medina County, OH",39103,2012,2012,Drug-induced causes,D,200,173684,115.2
,"Medina County, OH",39103,2013,2013,Drug-induced causes,D,209,174915,119.5
,"Medina County, OH",39103,2014,2014,Drug-induced causes,D,245,176029,139.2
,"Medina County, OH",39103,2015,2015,Drug-induced causes,D,231,176395,131
,"Medina County, OH",39103,2016,2016,Drug-induced causes,D,248,177221,139.9
,"Meigs County, OH",39105,2001,2001,Drug-induced causes,D,12,23119,Unreliable
,"Meigs County, OH",39105,2006,2006,Drug-induced causes,D,12,23586,Unreliable
,"Meigs County, OH",39105,2007,2007,Drug-induced causes,D,50,23612,211.8
,"Meigs County, OH",39105,2008,2008,Drug-induced causes,D,54,23534,229.5
,"Meigs County, OH",39105,2009,2009,Drug-induced causes,D,38,23770,159.9
,"Meigs County, OH",39105,2010,2010,Drug-induced causes,D,55,23770,231.4
,"Meigs County, OH",39105,2011,2011,Drug-induced causes,D,76,23680,320.9
,"Meigs County, OH",39105,2012,2012,Drug-induced causes,D,60,23593,254.3
,"Meigs County, OH",39105,2013,2013,Drug-induced causes,D,65,23496,276.6
,"Meigs County, OH",39105,2014,2014,Drug-induced causes,D,81,23331,347.2
,"Meigs County, OH",39105,2015,2015,Drug-induced causes,D,61,23257,262.3
,"Meigs County, OH",39105,2016,2016,Drug-induced causes,D,90,23125,389.2
,"Mercer County, OH",39107,2007,2007,Drug-induced causes,D,47,41055,114.5
,"Mercer County, OH",39107,2008,2008,Drug-induced causes,D,56,41022,136.5
,"Mercer County, OH",39107,2009,2009,Drug-induced causes,D,43,40855,105.3
,"Mercer County, OH",39107,2010,2010,Drug-induced causes,D,39,40814,95.6
,"Mercer County, OH",39107,2011,2011,Drug-induced causes,D,47,40838,115.1
,"Mercer County, OH",39107,2012,2012,Drug-induced causes,D,50,40875,122.3
,"Mercer County, OH",39107,2013,2013,Drug-induced causes,D,43,40784,105.4
,"Mercer County, OH",39107,2014,2014,Drug-induced causes,D,55,40831,134.7
,"Mercer County, OH",39107,2015,2015,Drug-induced causes,D,61,40968,148.9
,"Mercer County, OH",39107,2016,2016,Drug-induced causes,D,44,40909,107.6
,"Miami County, OH",39109,2000,2000,Drug-induced causes,D,15,98868,Unreliable
,"Miami County, OH",39109,2001,2001,Drug-induced causes,D,14,99300,Unreliable
,"Miami County, OH",39109,2002,2002,Drug-induced causes,D,22,99579,22.1
,"Miami County, OH",39109,2003,2003,Drug-induced causes,D,18,100120,Unreliable
,"Miami County, OH",39109,2004,2004,Drug-induced causes,D,21,100775,20.8
,"Miami County, OH",39109,2005,2005,Drug-induced causes,D,35,101564,34.5
,"Miami County, OH",39109,2006,2006,Drug-induced causes,D,30,102028,29.4
,"Miami County, OH",39109,2007,2007,Drug-induced causes,D,155,102130,151.8
,"Miami County, OH",39109,2008,2008,Drug-induced causes,D,177,102430,172.8
,"Miami County, OH",39109,2009,2009,Drug-induced causes,D,166,102526,161.9
,"Miami County, OH",39109,2010,2010,Drug-induced causes,D,163,102506,159
,"Miami County, OH",39109,2011,2011,Drug-induced causes,D,188,102857,182.8
,"Miami County, OH",39109,2012,2012,Drug-induced causes,D,201,103060,195
,"Miami County, OH",39109,2013,2013,Drug-induced causes,D,191,103439,184.6
,"Miami County, OH",39109,2014,2014,Drug-induced causes,D,171,103900,164.6
,"Miami County, OH",39109,2015,2015,Drug-induced causes,D,163,104224,156.4
,"Miami County, OH",39109,2016,2016,Drug-induced causes,D,174,104679,166.2
,"Monroe County, OH",39111,2007,2007,Drug-induced causes,D,19,14774,Unreliable
,"Monroe County, OH",39111,2008,2008,Drug-induced causes,D,27,14833,182
,"Monroe County, OH",39111,2009,2009,Drug-induced causes,D,25,14742,169.6
,"Monroe County, OH",39111,2010,2010,Drug-induced causes,D,23,14642,157.1
,"Monroe County, OH",39111,2011,2011,Drug-induced causes,D,16,14585,Unreliable
,"Monroe County, OH",39111,2012,2012,Drug-induced causes,D,12,14549,Unreliable
,"Monroe County, OH",39111,2013,2013,Drug-induced causes,D,31,14585,212.5
,"Monroe County, OH",39111,2014,2014,Drug-induced causes,D,27,14465,186.7
,"Monroe County, OH",39111,2015,2015,Drug-induced causes,D,14,14409,Unreliable
,"Monroe County, OH",39111,2016,2016,Drug-induced causes,D,13,14210,Unreliable
,"Montgomery County, OH",39113,1999,1999,Drug-induced causes,D,109,561944,19.4
,"Montgomery County, OH",39113,2000,2000,Drug-induced causes,D,126,559062,22.5
,"Montgomery County, OH",39113,2001,2001,Drug-induced causes,D,148,555536,26.6
,"Montgomery County, OH",39113,2002,2002,Drug-induced causes,D,174,553170,31.5
,"Montgomery County, OH",39113,2003,2003,Drug-induced causes,D,129,551742,23.4
,"Montgomery County, OH",39113,2004,2004,Drug-induced causes,D,228,549713,41.5
,"Montgomery County, OH",39113,2005,2005,Drug-induced causes,D,232,546979,42.4
,"Montgomery County, OH",39113,2006,2006,Drug-induced causes,D,225,543620,41.4
,"Montgomery County, OH",39113,2007,2007,Drug-induced causes,D,968,540667,179
,"Montgomery County, OH",39113,2008,2008,Drug-induced causes,D,1070,537664,199
,"Montgomery County, OH",39113,2009,2009,Drug-induced causes,D,962,535294,179.7
,"Montgomery County, OH",39113,2010,2010,Drug-induced causes,D,999,535153,186.7
,"Montgomery County, OH",39113,2011,2011,Drug-induced causes,D,1040,537602,193.5
,"Montgomery County, OH",39113,2012,2012,Drug-induced causes,D,1044,534325,195.4
,"Montgomery County, OH",39113,2013,2013,Drug-induced causes,D,1062,535846,198.2
,"Montgomery County, OH",39113,2014,2014,Drug-induced causes,D,1023,533116,191.9
,"Montgomery County, OH",39113,2015,2015,Drug-induced causes,D,1069,532258,200.8
,"Montgomery County, OH",39113,2016,2016,Drug-induced causes,D,1088,531239,204.8
,"Morgan County, OH",39115,2007,2007,Drug-induced causes,D,39,15175,257
,"Morgan County, OH",39115,2008,2008,Drug-induced causes,D,31,15104,205.2
,"Morgan County, OH",39115,2009,2009,Drug-induced causes,D,28,15073,185.8
,"Morgan County, OH",39115,2010,2010,Drug-induced causes,D,24,15054,159.4
,"Morgan County, OH",39115,2011,2011,Drug-induced causes,D,29,15034,192.9
,"Morgan County, OH",39115,2012,2012,Drug-induced causes,D,31,14911,207.9
,"Morgan County, OH",39115,2013,2013,Drug-induced causes,D,26,14904,174.4
,"Morgan County, OH",39115,2014,2014,Drug-induced causes,D,39,14843,262.8
,"Morgan County, OH",39115,2015,2015,Drug-induced causes,D,34,14777,230.1
,"Morgan County, OH",39115,2016,2016,Drug-induced causes,D,30,14804,202.6
,"Morrow County, OH",39117,2007,2007,Drug-induced causes,D,57,34937,163.2
,"Morrow County, OH",39117,2008,2008,Drug-induced causes,D,54,34877,154.8
,"Morrow County, OH",39117,2009,2009,Drug-induced causes,D,48,34907,137.5
,"Morrow County, OH",39117,2010,2010,Drug-induced causes,D,73,34827,209.6
,"Morrow County, OH",39117,2011,2011,Drug-induced causes,D,52,34855,149.2
,"Morrow County, OH",39117,2012,2012,Drug-induced causes,D,53,34938,151.7
,"Morrow County, OH",39117,2013,2013,Drug-induced causes,D,79,35033,225.5
,"Morrow County, OH",39117,2014,2014,Drug-induced causes,D,82,35152,233.3
,"Morrow County, OH",39117,2015,2015,Drug-induced causes,D,84,35074,239.5
,"Morrow County, OH",39117,2016,2016,Drug-induced causes,D,64,35036,182.7
,"Muskingum County, OH",39119,1999,1999,Drug-induced causes,D,10,84388,Unreliable
,"Muskingum County, OH",39119,2000,2000,Drug-induced causes,D,19,84585,Unreliable
,"Muskingum County, OH",39119,2001,2001,Drug-induced causes,D,22,84789,25.9
,"Muskingum County, OH",39119,2002,2002,Drug-induced causes,D,21,85247,24.6
,"Muskingum County, OH",39119,2003,2003,Drug-induced causes,D,22,85418,25.8
,"Muskingum County, OH",39119,2004,2004,Drug-induced causes,D,29,85589,33.9
,"Muskingum County, OH",39119,2005,2005,Drug-induced causes,D,27,85696,31.5
,"Muskingum County, OH",39119,2006,2006,Drug-induced causes,D,39,86023,45.3
,"Muskingum County, OH",39119,2007,2007,Drug-induced causes,D,143,85939,166.4
,"Muskingum County, OH",39119,2008,2008,Drug-induced causes,D,127,85874,147.9
,"Muskingum County, OH",39119,2009,2009,Drug-induced causes,D,154,85779,179.5
,"Muskingum County, OH",39119,2010,2010,Drug-induced causes,D,155,86074,180.1
,"Muskingum County, OH",39119,2011,2011,Drug-induced causes,D,162,86237,187.9
,"Muskingum County, OH",39119,2012,2012,Drug-induced causes,D,209,85950,243.2
,"Muskingum County, OH",39119,2013,2013,Drug-induced causes,D,203,85231,238.2
,"Muskingum County, OH",39119,2014,2014,Drug-induced causes,D,241,85818,280.8
,"Muskingum County, OH",39119,2015,2015,Drug-induced causes,D,250,86290,289.7
,"Muskingum County, OH",39119,2016,2016,Drug-induced causes,D,226,86068,262.6
,"Noble County, OH",39121,2007,2007,Drug-induced causes,D,34,14614,232.7
,"Noble County, OH",39121,2008,2008,Drug-induced causes,D,27,14653,184.3
,"Noble County, OH",39121,2009,2009,Drug-induced causes,D,28,14649,191.1
,"Noble County, OH",39121,2010,2010,Drug-induced causes,D,26,14645,177.5
,"Noble County, OH",39121,2011,2011,Drug-induced causes,D,24,14702,163.2
,"Noble County, OH",39121,2012,2012,Drug-induced causes,D,28,14579,192.1
,"Noble County, OH",39121,2013,2013,Drug-induced causes,D,40,14628,273.4
,"Noble County, OH",39121,2014,2014,Drug-induced causes,D,27,14363,188
,"Noble County, OH",39121,2015,2015,Drug-induced causes,D,31,14326,216.4
,"Noble County, OH",39121,2016,2016,Drug-induced causes,D,21,14294,146.9
,"Ottawa County, OH",39123,2000,2000,Drug-induced causes,D,10,40985,Unreliable
,"Ottawa County, OH",39123,2005,2005,Drug-induced causes,D,13,41629,Unreliable
,"Ottawa County, OH",39123,2006,2006,Drug-induced causes,D,14,41641,Unreliable
,"Ottawa County, OH",39123,2007,2007,Drug-induced causes,D,81,41690,194.3
,"Ottawa County, OH",39123,2008,2008,Drug-induced causes,D,69,41554,166
,"Ottawa County, OH",39123,2009,2009,Drug-induced causes,D,71,41498,171.1
,"Ottawa County, OH",39123,2010,2010,Drug-induced causes,D,72,41428,173.8
,"Ottawa County, OH",39123,2011,2011,Drug-induced causes,D,64,41396,154.6
,"Ottawa County, OH",39123,2012,2012,Drug-induced causes,D,77,41339,186.3
,"Ottawa County, OH",39123,2013,2013,Drug-induced causes,D,71,41153,172.5
,"Ottawa County, OH",39123,2014,2014,Drug-induced causes,D,58,41154,140.9
,"Ottawa County, OH",39123,2015,2015,Drug-induced causes,D,76,40877,185.9
,"Ottawa County, OH",39123,2016,2016,Drug-induced causes,D,75,40636,184.6
,"Paulding County, OH",39125,2007,2007,Drug-induced causes,D,29,19735,146.9
,"Paulding County, OH",39125,2008,2008,Drug-induced causes,D,43,19670,218.6
,"Paulding County, OH",39125,2009,2009,Drug-induced causes,D,38,19659,193.3
,"Paulding County, OH",39125,2010,2010,Drug-induced causes,D,36,19614,183.5
,"Paulding County, OH",39125,2011,2011,Drug-induced causes,D,43,19420,221.4
,"Paulding County, OH",39125,2012,2012,Drug-induced causes,D,41,19295,212.5
,"Paulding County, OH",39125,2013,2013,Drug-induced causes,D,33,19254,171.4
,"Paulding County, OH",39125,2014,2014,Drug-induced causes,D,43,18989,226.4
,"Paulding County, OH",39125,2015,2015,Drug-induced causes,D,35,18976,184.4
,"Paulding County, OH",39125,2016,2016,Drug-induced causes,D,42,18865,222.6
,"Perry County, OH",39127,2001,2001,Drug-induced causes,D,11,34375,Unreliable
,"Perry County, OH",39127,2003,2003,Drug-induced causes,D,10,34944,Unreliable
,"Perry County, OH",39127,2004,2004,Drug-induced causes,D,17,35117,Unreliable
,"Perry County, OH",39127,2005,2005,Drug-induced causes,D,23,35254,65.2
,"Perry County, OH",39127,2006,2006,Drug-induced causes,D,10,35430,Unreliable
,"Perry County, OH",39127,2007,2007,Drug-induced causes,D,63,35582,177.1
,"Perry County, OH",39127,2008,2008,Drug-induced causes,D,82,36150,226.8
,"Perry County, OH",39127,2009,2009,Drug-induced causes,D,79,35996,219.5
,"Perry County, OH",39127,2010,2010,Drug-induced causes,D,64,36058,177.5
,"Perry County, OH",39127,2011,2011,Drug-induced causes,D,90,36303,247.9
,"Perry County, OH",39127,2012,2012,Drug-induced causes,D,75,36015,208.2
,"Perry County, OH",39127,2013,2013,Drug-induced causes,D,64,35997,177.8
,"Perry County, OH",39127,2014,2014,Drug-induced causes,D,91,35812,254.1
,"Perry County, OH",39127,2015,2015,Drug-induced causes,D,100,35985,277.9
,"Perry County, OH",39127,2016,2016,Drug-induced causes,D,101,35927,281.1
,"Pickaway County, OH",39129,2005,2005,Drug-induced causes,D,14,52954,Unreliable
,"Pickaway County, OH",39129,2006,2006,Drug-induced causes,D,11,54094,Unreliable
,"Pickaway County, OH",39129,2007,2007,Drug-induced causes,D,117,55044,212.6
,"Pickaway County, OH",39129,2008,2008,Drug-induced causes,D,95,55376,171.6
,"Pickaway County, OH",39129,2009,2009,Drug-induced causes,D,99,55323,178.9
,"Pickaway County, OH",39129,2010,2010,Drug-induced causes,D,111,55698,199.3
,"Pickaway County, OH",39129,2011,2011,Drug-induced causes,D,95,55990,169.7
,"Pickaway County, OH",39129,2012,2012,Drug-induced causes,D,100,56399,177.3
,"Pickaway County, OH",39129,2013,2013,Drug-induced causes,D,98,56304,174.1
,"Pickaway County, OH",39129,2014,2014,Drug-induced causes,D,86,56876,151.2
,"Pickaway County, OH",39129,2015,2015,Drug-induced causes,D,106,56998,186
,"Pickaway County, OH",39129,2016,2016,Drug-induced causes,D,139,57565,241.5
,"Pike County, OH",39131,2007,2007,Drug-induced causes,D,64,28645,223.4
,"Pike County, OH",39131,2008,2008,Drug-induced causes,D,73,28763,253.8
,"Pike County, OH",39131,2009,2009,Drug-induced causes,D,58,28679,202.2
,"Pike County, OH",39131,2010,2010,Drug-induced causes,D,46,28709,160.2
,"Pike County, OH",39131,2011,2011,Drug-induced causes,D,69,28628,241
,"Pike County, OH",39131,2012,2012,Drug-induced causes,D,57,28480,200.1
,"Pike County, OH",39131,2013,2013,Drug-induced causes,D,60,28367,211.5
,"Pike County, OH",39131,2014,2014,Drug-induced causes,D,69,28256,244.2
,"Pike County, OH",39131,2015,2015,Drug-induced causes,D,86,28217,304.8
,"Pike County, OH",39131,2016,2016,Drug-induced causes,D,65,28160,230.8
,"Portage County, OH",39133,1999,1999,Drug-induced causes,D,13,151388,Unreliable
,"Portage County, OH",39133,2000,2000,Drug-induced causes,D,13,152061,Unreliable
,"Portage County, OH",39133,2001,2001,Drug-induced causes,D,17,153554,Unreliable
,"Portage County, OH",39133,2002,2002,Drug-induced causes,D,30,154667,19.4
,"Portage County, OH",39133,2003,2003,Drug-induced causes,D,15,155976,Unreliable
,"Portage County, OH",39133,2004,2004,Drug-induced causes,D,31,156774,19.8
,"Portage County, OH",39133,2005,2005,Drug-induced causes,D,24,157469,15.2
,"Portage County, OH",39133,2006,2006,Drug-induced causes,D,27,157773,17.1
,"Portage County, OH",39133,2007,2007,Drug-induced causes,D,183,159148,115
,"Portage County, OH",39133,2008,2008,Drug-induced causes,D,208,160184,129.9
,"Portage County, OH",39133,2009,2009,Drug-induced causes,D,196,161226,121.6
,"Portage County, OH",39133,2010,2010,Drug-induced causes,D,207,161419,128.2
,"Portage County, OH",39133,2011,2011,Drug-induced causes,D,205,161624,126.8
,"Portage County, OH",39133,2012,2012,Drug-induced causes,D,225,161451,139.4
,"Portage County, OH",39133,2013,2013,Drug-induced causes,D,226,163862,137.9
,"Portage County, OH",39133,2014,2014,Drug-induced causes,D,223,161882,137.8
,"Portage County, OH",39133,2015,2015,Drug-induced causes,D,252,162275,155.3
,"Portage County, OH",39133,2016,2016,Drug-induced causes,D,260,161921,160.6
,"Preble County, OH",39135,2003,2003,Drug-induced causes,D,11,42640,Unreliable
,"Preble County, OH",39135,2007,2007,Drug-induced causes,D,53,42561,124.5
,"Preble County, OH",39135,2008,2008,Drug-induced causes,D,67,42688,157
,"Preble County, OH",39135,2009,2009,Drug-induced causes,D,58,42424,136.7
,"Preble County, OH",39135,2010,2010,Drug-induced causes,D,60,42270,141.9
,"Preble County, OH",39135,2011,2011,Drug-induced causes,D,69,42083,164
,"Preble County, OH",39135,2012,2012,Drug-induced causes,D,71,41886,169.5
,"Preble County, OH",39135,2013,2013,Drug-induced causes,D,82,41732,196.5
,"Preble County, OH",39135,2014,2014,Drug-induced causes,D,90,41586,216.4
,"Preble County, OH",39135,2015,2015,Drug-induced causes,D,71,41329,171.8
,"Preble County, OH",39135,2016,2016,Drug-induced causes,D,95,41247,230.3
,"Putnam County, OH",39137,2007,2007,Drug-induced causes,D,40,34752,115.1
,"Putnam County, OH",39137,2008,2008,Drug-induced causes,D,47,34655,135.6
,"Putnam County, OH",39137,2009,2009,Drug-induced causes,D,63,34583,182.2
,"Putnam County, OH",39137,2010,2010,Drug-induced causes,D,41,34499,118.8
,"Putnam County, OH",39137,2011,2011,Drug-induced causes,D,41,34294,119.6
,"Putnam County, OH",39137,2012,2012,Drug-induced causes,D,47,34198,137.4
,"Putnam County, OH",39137,2013,2013,Drug-induced causes,D,50,34088,146.7
,"Putnam County, OH",39137,2014,2014,Drug-induced causes,D,41,34171,120
,"Putnam County, OH",39137,2015,2015,Drug-induced causes,D,51,34042,149.8
,"Putnam County, OH",39137,2016,2016,Drug-induced causes,D,51,34056,149.8
,"Richland County, OH",39139,1999,1999,Drug-induced causes,D,13,129233,Unreliable
,"Richland County, OH",39139,2000,2000,Drug-induced causes,D,11,128852,Unreliable
,"Richland County, OH",39139,2001,2001,Drug-induced causes,D,20,128187,15.6
,"Richland County, OH",39139,2002,2002,Drug-induced causes,D,24,128363,18.7
,"Richland County, OH",39139,2003,2003,Drug-induced causes,D,23,128312,17.9
,"Richland County, OH",39139,2004,2004,Drug-induced causes,D,21,128094,16.4
,"Richland County, OH",39139,2005,2005,Drug-induced causes,D,35,127724,27.4
,"Richland County, OH",39139,2006,2006,Drug-induced causes,D,34,127292,26.7
,"Richland County, OH",39139,2007,2007,Drug-induced causes,D,220,126995,173.2
,"Richland County, OH",39139,2008,2008,Drug-induced causes,D,232,126128,183.9
,"Richland County, OH",39139,2009,2009,Drug-induced causes,D,196,125308,156.4
,"Richland County, OH",39139,2010,2010,Drug-induced causes,D,222,124475,178.3
,"Richland County, OH",39139,2011,2011,Drug-induced causes,D,205,123510,166
,"Richland County, OH",39139,2012,2012,Drug-induced causes,D,213,122673,173.6
,"Richland County, OH",39139,2013,2013,Drug-induced causes,D,244,121773,200.4
,"Richland County, OH",39139,2014,2014,Drug-induced causes,D,242,121942,198.5
,"Richland County, OH",39139,2015,2015,Drug-induced causes,D,208,121707,170.9
,"Richland County, OH",39139,2016,2016,Drug-induced causes,D,219,121107,180.8
,"Ross County, OH",39141,1999,1999,Drug-induced causes,D,12,73287,Unreliable
,"Ross County, OH",39141,2000,2000,Drug-induced causes,D,15,73345,Unreliable
,"Ross County, OH",39141,2001,2001,Drug-induced causes,D,19,73840,Unreliable
,"Ross County, OH",39141,2002,2002,Drug-induced causes,D,16,74363,Unreliable
,"Ross County, OH",39141,2003,2003,Drug-induced causes,D,24,75008,32
,"Ross County, OH",39141,2004,2004,Drug-induced causes,D,24,75251,31.9
,"Ross County, OH",39141,2005,2005,Drug-induced causes,D,28,75935,36.9
,"Ross County, OH",39141,2006,2006,Drug-induced causes,D,23,76639,30
,"Ross County, OH",39141,2007,2007,Drug-induced causes,D,159,77419,205.4
,"Ross County, OH",39141,2008,2008,Drug-induced causes,D,186,77675,239.5
,"Ross County, OH",39141,2009,2009,Drug-induced causes,D,174,77862,223.5
,"Ross County, OH",39141,2010,2010,Drug-induced causes,D,175,78064,224.2
,"Ross County, OH",39141,2011,2011,Drug-induced causes,D,183,78249,233.9
,"Ross County, OH",39141,2012,2012,Drug-induced causes,D,159,77429,205.3
,"Ross County, OH",39141,2013,2013,Drug-induced causes,D,166,77910,213.1
,"Ross County, OH",39141,2014,2014,Drug-induced causes,D,180,77159,233.3
,"Ross County, OH",39141,2015,2015,Drug-induced causes,D,221,77170,286.4
,"Ross County, OH",39141,2016,2016,Drug-induced causes,D,218,77000,283.1
,"Sandusky County, OH",39143,1999,1999,Drug-induced causes,D,12,61777,Unreliable
,"Sandusky County, OH",39143,2000,2000,Drug-induced causes,D,16,61792,Unreliable
,"Sandusky County, OH",39143,2001,2001,Drug-induced causes,D,10,61788,Unreliable
,"Sandusky County, OH",39143,2002,2002,Drug-induced causes,D,15,61918,Unreliable
,"Sandusky County, OH",39143,2003,2003,Drug-induced causes,D,13,61784,Unreliable
,"Sandusky County, OH",39143,2004,2004,Drug-induced causes,D,16,61930,Unreliable
,"Sandusky County, OH",39143,2005,2005,Drug-induced causes,D,28,61865,45.3
,"Sandusky County, OH",39143,2006,2006,Drug-induced causes,D,23,61745,37.2
,"Sandusky County, OH",39143,2007,2007,Drug-induced causes,D,103,61571,167.3
,"Sandusky County, OH",39143,2008,2008,Drug-induced causes,D,110,61184,179.8
,"Sandusky County, OH",39143,2009,2009,Drug-induced causes,D,104,61039,170.4
,"Sandusky County, OH",39143,2010,2010,Drug-induced causes,D,112,60944,183.8
,"Sandusky County, OH",39143,2011,2011,Drug-induced causes,D,110,60734,181.1
