State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
NY,New York,2015,November,12 month-ending,Heroin (T40.1),663,100,0.4,
NY,New York,2015,December,12 month-ending,Heroin (T40.1),660,100,0.4,
NY,New York,2016,January,12 month-ending,Heroin (T40.1),682,100,0.4,
NY,New York,2016,February,12 month-ending,Heroin (T40.1),704,100,0.4,
NY,New York,2016,March,12 month-ending,Heroin (T40.1),728,100,0.4,
NY,New York,2016,April,12 month-ending,Heroin (T40.1),738,100,0.4,
NY,New York,2016,May,12 month-ending,Heroin (T40.1),730,100,0.4,
NY,New York,2016,June,12 month-ending,Heroin (T40.1),753,100,0.5,
NY,New York,2016,July,12 month-ending,Heroin (T40.1),764,100,0.5,
NY,New York,2016,August,12 month-ending,Heroin (T40.1),762,100,0.5,
NY,New York,2016,September,12 month-ending,Heroin (T40.1),765,100,0.5,
NY,New York,2016,October,12 month-ending,Heroin (T40.1),763,100,0.5,
NY,New York,2016,November,12 month-ending,Heroin (T40.1),763,100,0.5,
NY,New York,2016,December,12 month-ending,Heroin (T40.1),770,100,0.6,
NY,New York,2017,January,12 month-ending,Heroin (T40.1),765,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Heroin (T40.1),764,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Heroin (T40.1),768,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Heroin (T40.1),762,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Heroin (T40.1),770,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Heroin (T40.1),749,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Heroin (T40.1),743,100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Heroin (T40.1),737,100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Methadone (T40.3),126,100,0.3,
NY,New York,2015,February,12 month-ending,Methadone (T40.3),121,100,0.3,
NY,New York,2015,March,12 month-ending,Methadone (T40.3),115,100,0.3,
NY,New York,2015,April,12 month-ending,Methadone (T40.3),126,100,0.3,
NY,New York,2015,May,12 month-ending,Methadone (T40.3),126,100,0.3,
NY,New York,2015,June,12 month-ending,Methadone (T40.3),120,100,0.3,
NY,New York,2015,July,12 month-ending,Methadone (T40.3),120,100,0.3,
NY,New York,2015,August,12 month-ending,Methadone (T40.3),120,100,0.3,
NY,New York,2015,September,12 month-ending,Methadone (T40.3),125,100,0.4,
NY,New York,2015,October,12 month-ending,Methadone (T40.3),119,100,0.4,
NY,New York,2015,November,12 month-ending,Methadone (T40.3),118,100,0.4,
NY,New York,2015,December,12 month-ending,Methadone (T40.3),122,100,0.4,
NY,New York,2016,January,12 month-ending,Methadone (T40.3),121,100,0.4,
NY,New York,2016,February,12 month-ending,Methadone (T40.3),127,100,0.4,
NY,New York,2016,March,12 month-ending,Methadone (T40.3),130,100,0.4,
NY,New York,2016,April,12 month-ending,Methadone (T40.3),122,100,0.4,
NY,New York,2016,May,12 month-ending,Methadone (T40.3),119,100,0.4,
NY,New York,2016,June,12 month-ending,Methadone (T40.3),124,100,0.5,
NY,New York,2016,July,12 month-ending,Methadone (T40.3),122,100,0.5,
NY,New York,2016,August,12 month-ending,Methadone (T40.3),123,100,0.5,
NY,New York,2016,September,12 month-ending,Methadone (T40.3),116,100,0.5,
NY,New York,2016,October,12 month-ending,Methadone (T40.3),118,100,0.5,
NY,New York,2016,November,12 month-ending,Methadone (T40.3),124,100,0.5,
NY,New York,2016,December,12 month-ending,Methadone (T40.3),123,100,0.6,
NY,New York,2017,January,12 month-ending,Methadone (T40.3),122,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Methadone (T40.3),117,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Methadone (T40.3),115,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Methadone (T40.3),114,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Methadone (T40.3),116,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Methadone (T40.3),115,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Methadone (T40.3),118,100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Methadone (T40.3),115,100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.3,
NY,New York,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),422,100,0.3,
NY,New York,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),412,100,0.3,
NY,New York,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.3,
NY,New York,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),432,100,0.3,
NY,New York,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),434,100,0.3,
NY,New York,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),446,100,0.3,
NY,New York,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),465,100,0.3,
NY,New York,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),469,100,0.4,
NY,New York,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),465,100,0.4,
NY,New York,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),472,100,0.4,
NY,New York,2016,May,12 month-ending,Number of Deaths,"96,971",100,0.4,
NY,New York,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),479,100,0.4,
NY,New York,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),479,100,0.4,
NY,New York,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),500,100,0.4,
NY,New York,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),520,100,0.4,
NY,New York,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),522,100,0.4,
NY,New York,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),537,100,0.4,
NY,New York,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),543,100,0.5,
NY,New York,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),547,100,0.5,
NY,New York,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),549,100,0.5,
NY,New York,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),562,100,0.5,
NY,New York,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),576,100,0.5,
NY,New York,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),578,100,0.5,
NY,New York,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),586,100,0.6,
NY,New York,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),587,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),574,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),578,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),572,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),558,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),555,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),540,100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),525,100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Number of Deaths,"96,525",100,0.3,
NY,New York,2015,February,12 month-ending,Number of Deaths,"97,079",100,0.3,
NY,New York,2015,March,12 month-ending,Number of Deaths,"97,885",100,0.3,
NY,New York,2015,April,12 month-ending,Number of Deaths,"98,250",100,0.3,
NY,New York,2015,May,12 month-ending,Number of Deaths,"98,620",100,0.3,
NY,New York,2015,June,12 month-ending,Number of Deaths,"98,695",100,0.3,
NY,New York,2015,July,12 month-ending,Number of Deaths,"98,964",100,0.3,
NY,New York,2015,August,12 month-ending,Number of Deaths,"99,184",100,0.3,
NY,New York,2015,September,12 month-ending,Number of Deaths,"99,349",100,0.4,
NY,New York,2015,October,12 month-ending,Number of Deaths,"99,526",100,0.4,
NY,New York,2015,November,12 month-ending,Number of Deaths,"99,173",100,0.4,
NY,New York,2015,December,12 month-ending,Number of Deaths,"98,476",100,0.4,
NY,New York,2016,January,12 month-ending,Number of Deaths,"97,781",100,0.4,
NY,New York,2016,February,12 month-ending,Number of Deaths,"97,445",100,0.4,
NY,New York,2016,March,12 month-ending,Number of Deaths,"97,131",100,0.4,
NY,New York,2016,April,12 month-ending,Number of Deaths,"97,051",100,0.4,
NY,New York,2016,June,12 month-ending,Number of Deaths,"97,038",100,0.5,
NY,New York,2016,July,12 month-ending,Number of Deaths,"97,055",100,0.5,
NY,New York,2016,August,12 month-ending,Number of Deaths,"97,223",100,0.5,
NY,New York,2016,September,12 month-ending,Number of Deaths,"97,410",100,0.5,
NY,New York,2016,October,12 month-ending,Number of Deaths,"97,512",100,0.5,
NY,New York,2016,November,12 month-ending,Number of Deaths,"98,048",100,0.5,
NY,New York,2016,December,12 month-ending,Number of Deaths,"98,766",100,0.6,
NY,New York,2017,January,12 month-ending,Number of Deaths,"99,081",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Number of Deaths,"99,185",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Number of Deaths,"99,239",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Number of Deaths,"99,168",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Number of Deaths,"99,240",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Number of Deaths,"99,166",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Number of Deaths,"99,083",100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Number of Deaths,"98,696",100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Number of Drug Overdose Deaths,"1,510",100,0.3,
NY,New York,2015,February,12 month-ending,Number of Drug Overdose Deaths,"1,519",100,0.3,
NY,New York,2015,March,12 month-ending,Number of Drug Overdose Deaths,"1,535",100,0.3,
NY,New York,2015,April,12 month-ending,Number of Drug Overdose Deaths,"1,597",100,0.3,
NY,New York,2015,May,12 month-ending,Number of Drug Overdose Deaths,"1,622",100,0.3,
NY,New York,2015,June,12 month-ending,Number of Drug Overdose Deaths,"1,659",100,0.3,
NY,New York,2015,July,12 month-ending,Number of Drug Overdose Deaths,"1,694",100,0.3,
NY,New York,2015,August,12 month-ending,Number of Drug Overdose Deaths,"1,733",100,0.3,
NY,New York,2015,September,12 month-ending,Number of Drug Overdose Deaths,"1,764",100,0.4,
NY,New York,2015,October,12 month-ending,Number of Drug Overdose Deaths,"1,766",100,0.4,
NY,New York,2015,November,12 month-ending,Number of Drug Overdose Deaths,"1,789",100,0.4,
NY,New York,2015,December,12 month-ending,Number of Drug Overdose Deaths,"1,802",100,0.4,
NY,New York,2016,January,12 month-ending,Number of Drug Overdose Deaths,"1,840",100,0.4,
NY,New York,2016,February,12 month-ending,Number of Drug Overdose Deaths,"1,915",100,0.4,
NY,New York,2016,March,12 month-ending,Number of Drug Overdose Deaths,"1,978",100,0.4,
NY,New York,2016,April,12 month-ending,Number of Drug Overdose Deaths,"2,004",100,0.4,
NY,New York,2016,May,12 month-ending,Number of Drug Overdose Deaths,"2,023",100,0.4,
NY,New York,2016,June,12 month-ending,Number of Drug Overdose Deaths,"2,056",100,0.5,
NY,New York,2016,July,12 month-ending,Number of Drug Overdose Deaths,"2,084",100,0.5,
NY,New York,2016,August,12 month-ending,Number of Drug Overdose Deaths,"2,123",100,0.5,
NY,New York,2016,September,12 month-ending,Number of Drug Overdose Deaths,"2,147",100,0.5,
NY,New York,2016,October,12 month-ending,Number of Drug Overdose Deaths,"2,183",100,0.5,
NY,New York,2016,November,12 month-ending,Number of Drug Overdose Deaths,"2,219",100,0.5,
NY,New York,2016,December,12 month-ending,Number of Drug Overdose Deaths,"2,248",100,0.6,
NY,New York,2017,January,12 month-ending,Number of Drug Overdose Deaths,"2,278",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Number of Drug Overdose Deaths,"2,262",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Number of Drug Overdose Deaths,"2,292",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Number of Drug Overdose Deaths,"2,279",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Number of Drug Overdose Deaths,"2,320",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Number of Drug Overdose Deaths,"2,325",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Number of Drug Overdose Deaths,"2,302",100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Number of Drug Overdose Deaths,"2,259",100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,172",100,0.3,
NY,New York,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,178",100,0.3,
NY,New York,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,198",100,0.3,
NY,New York,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,257",100,0.3,
NY,New York,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,285",100,0.3,
NY,New York,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,310",100,0.3,
NY,New York,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,348",100,0.3,
NY,New York,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,384",100,0.3,
NY,New York,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,413",100,0.4,
NY,New York,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,413",100,0.4,
NY,New York,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,445",100,0.4,
NY,New York,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,452",100,0.4,
NY,New York,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,499",100,0.4,
NY,New York,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,571",100,0.4,
NY,New York,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,621",100,0.4,
NY,New York,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,644",100,0.4,
NY,New York,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,673",100,0.4,
NY,New York,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,713",100,0.5,
NY,New York,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,752",100,0.5,
NY,New York,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,785",100,0.5,
NY,New York,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,813",100,0.5,
NY,New York,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,854",100,0.5,
NY,New York,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,880",100,0.5,
NY,New York,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,928",100,0.6,
NY,New York,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,946",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,933",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,960",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,952",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,991",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,000",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,977",100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,942",100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Percent with drugs specified,95.36423841,100,0.3,
NY,New York,2015,February,12 month-ending,Percent with drugs specified,95.2600395,100,0.3,
NY,New York,2015,March,12 month-ending,Percent with drugs specified,95.37459283,100,0.3,
NY,New York,2015,April,12 month-ending,Percent with drugs specified,95.17845961,100,0.3,
NY,New York,2015,May,12 month-ending,Percent with drugs specified,95.19112207,100,0.3,
NY,New York,2015,June,12 month-ending,Percent with drugs specified,95.23809524,100,0.3,
NY,New York,2015,July,12 month-ending,Percent with drugs specified,95.57260921,100,0.3,
NY,New York,2015,August,12 month-ending,Percent with drugs specified,95.55683785,100,0.3,
NY,New York,2015,September,12 month-ending,Percent with drugs specified,95.57823129,100,0.4,
NY,New York,2015,October,12 month-ending,Percent with drugs specified,95.52661382,100,0.4,
NY,New York,2015,November,12 month-ending,Percent with drugs specified,95.58412521,100,0.4,
NY,New York,2015,December,12 month-ending,Percent with drugs specified,95.44950055,100,0.4,
NY,New York,2016,January,12 month-ending,Percent with drugs specified,95.54347826,100,0.4,
NY,New York,2016,February,12 month-ending,Percent with drugs specified,95.45691906,100,0.4,
NY,New York,2016,March,12 month-ending,Percent with drugs specified,95.19716886,100,0.4,
NY,New York,2016,April,12 month-ending,Percent with drugs specified,95.40918164,100,0.4,
NY,New York,2016,May,12 month-ending,Percent with drugs specified,95.79831933,100,0.4,
NY,New York,2016,June,12 month-ending,Percent with drugs specified,95.81712062,100,0.5,
NY,New York,2016,July,12 month-ending,Percent with drugs specified,95.87332054,100,0.5,
NY,New York,2016,August,12 month-ending,Percent with drugs specified,95.94912859,100,0.5,
NY,New York,2016,September,12 month-ending,Percent with drugs specified,96.08756404,100,0.5,
NY,New York,2016,October,12 month-ending,Percent with drugs specified,96.42693541,100,0.5,
NY,New York,2016,November,12 month-ending,Percent with drugs specified,96.52996845,100,0.5,
NY,New York,2016,December,12 month-ending,Percent with drugs specified,96.79715302,100,0.6,
NY,New York,2017,January,12 month-ending,Percent with drugs specified,96.79543459,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Percent with drugs specified,96.86118479,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Percent with drugs specified,97.16404887,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Percent with drugs specified,97.23562966,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Percent with drugs specified,96.93965517,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Percent with drugs specified,96.94623656,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Percent with drugs specified,96.95916594,100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Percent with drugs specified,96.9898185,100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),41,100,0.3,
NY,New York,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),41,100,0.3,
NY,New York,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),45,100,0.3,
NY,New York,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),39,100,0.3,
NY,New York,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),37,100,0.3,
NY,New York,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),34,100,0.3,
NY,New York,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0.3,
NY,New York,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),36,100,0.3,
NY,New York,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),37,100,0.4,
NY,New York,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),35,100,0.4,
NY,New York,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),34,100,0.4,
NY,New York,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),36,100,0.4,
NY,New York,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),45,100,0.4,
NY,New York,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0.4,
NY,New York,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),46,100,0.4,
NY,New York,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0.4,
NY,New York,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),61,100,0.4,
NY,New York,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),68,100,0.5,
NY,New York,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),72,100,0.5,
NY,New York,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),74,100,0.5,
NY,New York,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),76,100,0.5,
NY,New York,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),78,100,0.5,
NY,New York,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),85,100,0.5,
NY,New York,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),90,100,0.6,
NY,New York,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),85,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),91,100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),99,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),100,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),105,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),104,100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),106,100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),112,100,0.9,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",248,100,0.3,
NY,New York,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",268,100,0.3,
NY,New York,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",298,100,0.3,
NY,New York,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",332,100,0.3,
NY,New York,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",354,100,0.3,
NY,New York,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",375,100,0.3,
NY,New York,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",404,100,0.3,
NY,New York,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",430,100,0.3,
NY,New York,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",457,100,0.4,
NY,New York,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",471,100,0.4,
NY,New York,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",515,100,0.4,
NY,New York,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",532,100,0.4,
NY,New York,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",569,100,0.4,
NY,New York,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",626,100,0.4,
NY,New York,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",671,100,0.4,
NY,New York,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",706,100,0.4,
NY,New York,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",751,100,0.4,
NY,New York,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",809,100,0.5,
NY,New York,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",856,100,0.5,
NY,New York,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",898,100,0.5,
NY,New York,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",940,100,0.5,
NY,New York,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",996,100,0.5,
NY,New York,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,038",100,0.5,
NY,New York,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,095",100,0.6,
NY,New York,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,152",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,174",100,0.6,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,219",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,236",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,292",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,318",100,0.7,*Likely underreported due to incomplete data
NY,New York,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,321",100,0.8,*Likely underreported due to incomplete data
NY,New York,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,305",100,0.9,*Likely underreported due to incomplete data
OH,Ohio,2015,January,12 month-ending,Number of Deaths,"115,935",100,0,
OH,Ohio,2015,February,12 month-ending,Number of Deaths,"116,546",100,0,
OH,Ohio,2015,March,12 month-ending,Number of Deaths,"116,925",100,0,
OH,Ohio,2015,April,12 month-ending,Number of Deaths,"117,559",100,0,
OH,Ohio,2015,May,12 month-ending,Number of Deaths,"117,995",100,0,
OH,Ohio,2015,June,12 month-ending,Number of Deaths,"118,270",100,0,
OH,Ohio,2015,July,12 month-ending,Number of Deaths,"118,593",100,0,
OH,Ohio,2015,August,12 month-ending,Number of Deaths,"118,888",100,0,
OH,Ohio,2015,September,12 month-ending,Number of Deaths,"119,011",100,0,
OH,Ohio,2015,October,12 month-ending,Number of Deaths,"119,346",100,0,
OH,Ohio,2015,November,12 month-ending,Number of Deaths,"119,284",100,0,
OH,Ohio,2015,December,12 month-ending,Number of Deaths,"118,113",100,0,
OH,Ohio,2016,January,12 month-ending,Number of Deaths,"117,030",100,0,
OH,Ohio,2016,February,12 month-ending,Number of Deaths,"117,069",100,0,
OH,Ohio,2016,March,12 month-ending,Number of Deaths,"117,453",100,0,
OH,Ohio,2016,April,12 month-ending,Number of Deaths,"117,570",100,0,
OH,Ohio,2016,May,12 month-ending,Number of Deaths,"117,613",100,0,
OH,Ohio,2016,June,12 month-ending,Number of Deaths,"117,748",100,0,
OH,Ohio,2016,July,12 month-ending,Number of Deaths,"117,836",100,0,
