Year,Race,Race Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
2005,White,2106-3,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,12,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,11,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Car occupant [any] injured in unspecified traffic accident,V49.9,77,9798651,0.8,0.8
2005,White,2106-3,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident",V58.9,10,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Person injured in collision between other specified motor vehicles (traffic),V87.7,170,9798651,1.7,1.7
2005,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,475,9798651,4.8,4.8
2005,White,2106-3,Unspecified aircraft accident injuring occupant,V95.9,18,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,"Fall on same level from slipping, tripping and stumbling",W01,14,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Fall involving wheelchair,W05,13,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Fall involving bed,W06,21,9798651,0.2,0.2
2005,White,2106-3,Fall on and from stairs and steps,W10,95,9798651,1,0.8
2005,White,2106-3,Fall on and from ladder,W11,14,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Fall from, out of or through building or structure",W13,17,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Other fall from one level to another,W17,19,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Other fall on same level,W18,182,9798651,1.9,1.6
2005,White,2106-3,Unspecified fall,W19,394,9798651,4,3.4
2005,White,2106-3,"Struck by thrown, projected or falling object",W20,12,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Contact with agricultural machinery,W30,15,9798651,0.2 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Contact with other and unspecified machinery,W31,12,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Discharge from other and unspecified firearms,W34,14,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Drowning and submersion while in swimming-pool,W67,15,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Drowning and submersion while in natural water,W69,27,9798651,0.3,0.3
2005,White,2106-3,Unspecified drowning and submersion,W74,19,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Accidental suffocation and strangulation in bed,W75,22,9798651,0.2,0.3
2005,White,2106-3,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,31,9798651,0.3,0.3
2005,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,112,9798651,1.1,1
2005,White,2106-3,Other specified threats to breathing,W83,17,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Unspecified threat to breathing,W84,16,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Exposure to uncontrolled fire in building or structure,X00,69,9798651,0.7,0.7
2005,White,2106-3,Exposure to excessive natural cold,X31,15,9798651,0.2 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,48,9798651,0.5,0.5
2005,White,2106-3,Accidental poisoning/exposure to narcotics,X42,417,9798651,4.3,4.3
2005,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,420,9798651,4.3,4.3
2005,White,2106-3,Accidental poisoning by and exposure to other gases and vapours,X47,20,9798651,0.2,0.2
2005,White,2106-3,Exposure to unspecified factor,X59,342,9798651,3.5,3
2005,White,2106-3,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X60,13,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,44,9798651,0.4,0.4
2005,White,2106-3,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,24,9798651,0.2,0.2
2005,White,2106-3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,95,9798651,1,0.9
2005,White,2106-3,Intentional self-poisoning by and exposure to other gases and vapours,X67,65,9798651,0.7,0.6
2005,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,283,9798651,2.9,2.9
2005,White,2106-3,Intentional self-harm by handgun discharge,X72,61,9798651,0.6,0.6
2005,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,94,9798651,1,0.9
2005,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,478,9798651,4.9,4.6
2005,White,2106-3,Intentional self-harm by sharp object,X78,19,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Intentional self-harm by jumping from a high place,X80,24,9798651,0.2,0.2
2005,White,2106-3,Intentional self-harm by unspecified means,X84,11,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Assault by hanging, strangulation and suffocation",X91,14,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Assault by other and unspecified firearm discharge,X95,111,9798651,1.1,1.2
2005,White,2106-3,Assault by sharp object,X99,26,9798651,0.3,0.3
2005,White,2106-3,Assault by other specified means,Y08,13,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Assault by unspecified means,Y09,36,9798651,0.4,0.4
2005,White,2106-3,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,13,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,12,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Surgical operation with implant of artificial internal device,Y83.1,11,9798651,0.1 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,"Surgical procedure, unspecified",Y83.9,19,9798651,0.2 (Unreliable),0.2 (Unreliable)
2005,White,2106-3,Other medical procedures,Y84.8,16,9798651,0.2 (Unreliable),0.1 (Unreliable)
2005,White,2106-3,Sequelae of motor-vehicle accident,Y85.0,40,9798651,0.4,0.4
2005,White,2106-3,Sequelae of other accidents,Y86,44,9798651,0.4,0.4
2006,Black or African American,2054-5,Enterocolitis due to Clostridium difficile,A04.7,41,1457396,2.8,3.8
2006,Black or African American,2054-5,"Septicaemia, unspecified",A41.9,179,1457396,12.3,16.2
2006,Black or African American,2054-5,Chronic viral hepatitis C,B18.2,43,1457396,3,3.2
2006,Black or African American,2054-5,HIV disease resulting in multiple infections,B20.7,13,1457396,0.9 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,HIV disease resulting in multiple diseases classified elsewhere,B22.7,14,1457396,1.0 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,HIV disease resulting in other specified conditions,B23.8,18,1457396,1.2 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Unspecified human immunodeficiency virus [HIV] disease,B24,14,1457396,1.0 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Tongue, unspecified - Malignant neoplasms",C02.9,10,1457396,0.7 (Unreliable),0.9 (Unreliable)
2006,Black or African American,2054-5,"Pharynx, unspecified - Malignant neoplasms",C14.0,10,1457396,0.7 (Unreliable),0.8 (Unreliable)
2006,Black or African American,2054-5,"Oesophagus, unspecified - Malignant neoplasms",C15.9,53,1457396,3.6,4.6
2006,Black or African American,2054-5,"Stomach, unspecified - Malignant neoplasms",C16.9,73,1457396,5,6.6
2006,Black or African American,2054-5,"Colon, unspecified - Malignant neoplasms",C18.9,226,1457396,15.5,20.3
2006,Black or African American,2054-5,Malignant neoplasm of rectosigmoid junction,C19,17,1457396,1.2 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Malignant neoplasm of rectum,C20,33,1457396,2.3,3
2006,Black or African American,2054-5,Liver cell carcinoma - Malignant neoplasms,C22.0,50,1457396,3.4,4.1
2006,Black or African American,2054-5,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,13,1457396,0.9 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Liver, unspecified - Malignant neoplasms",C22.9,20,1457396,1.4,1.7
2006,Black or African American,2054-5,Malignant neoplasm of gallbladder,C23,12,1457396,0.8 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Pancreas, unspecified - Malignant neoplasms",C25.9,160,1457396,11,14.2
2006,Black or African American,2054-5,"Larynx, unspecified - Malignant neoplasms",C32.9,25,1457396,1.7,2.1
2006,Black or African American,2054-5,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,757,1457396,51.9,66.1
2006,Black or African American,2054-5,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,16,1457396,1.1 (Unreliable),1.3 (Unreliable)
2006,Black or African American,2054-5,"Breast, unspecified - Malignant neoplasms",C50.9,234,1457396,16.1,19.9
2006,Black or African American,2054-5,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,20,1457396,1.4,1.6
2006,Black or African American,2054-5,Endometrium - Malignant neoplasms,C54.1,19,1457396,1.3 (Unreliable),1.6 (Unreliable)
2006,Black or African American,2054-5,"Malignant neoplasm of uterus, part unspecified",C55,30,1457396,2.1,2.6
2006,Black or African American,2054-5,Malignant neoplasm of ovary,C56,44,1457396,3,3.7
2006,Black or African American,2054-5,Malignant neoplasm of prostate,C61,206,1457396,14.1,19.6
2006,Black or African American,2054-5,"Malignant neoplasm of kidney, except renal pelvis",C64,56,1457396,3.8,4.9
2006,Black or African American,2054-5,"Bladder, unspecified - Malignant neoplasms",C67.9,44,1457396,3,4.1
2006,Black or African American,2054-5,"Brain, unspecified - Malignant neoplasms",C71.9,27,1457396,1.9,2.1
2006,Black or African American,2054-5,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,12,1457396,0.8 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,24,1457396,1.6,2
2006,Black or African American,2054-5,Malignant neoplasm without specification of site,C80,146,1457396,10,12.7
2006,Black or African American,2054-5,"Non-Hodgkin's lymphoma, unspecified type - Malignant neoplasms",C85.9,38,1457396,2.6,3.2
2006,Black or African American,2054-5,Multiple myeloma - Malignant neoplasms,C90.0,69,1457396,4.7,6.3
2006,Black or African American,2054-5,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,16,1457396,1.1 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,36,1457396,2.5,3.1
2006,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,26,1457396,1.8,2.5
2006,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,11,1457396,0.8 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,13,1457396,0.9 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,21,1457396,1.4,1.6
2006,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,31,1457396,2.1,2.8
2006,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,12,1457396,0.8 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,105,1457396,7.2,9.6
2006,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,23,1457396,1.6,1.8
2006,Black or African American,2054-5,"Unspecified diabetes mellitus, with renal complications",E14.2,16,1457396,1.1 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,57,1457396,3.9,5.1
2006,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,329,1457396,22.6,29
2006,Black or African American,2054-5,Other obesity,E66.8,22,1457396,1.5,1.7
2006,Black or African American,2054-5,"Hyperlipidaemia, unspecified",E78.5,31,1457396,2.1,2.8
2006,Black or African American,2054-5,Volume depletion,E86,13,1457396,0.9 (Unreliable),1.3 (Unreliable)
2006,Black or African American,2054-5,"Vascular dementia, unspecified",F01.9,68,1457396,4.7,7
2006,Black or African American,2054-5,Unspecified dementia,F03,301,1457396,20.7,31.7
2006,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,10,1457396,0.7 (Unreliable),0.7 (Unreliable)
2006,Black or African American,2054-5,Motor neuron disease,G12.2,13,1457396,0.9 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,Parkinson's disease,G20,30,1457396,2.1,2.9
2006,Black or African American,2054-5,Alzheimer's disease with late onset,G30.1,10,1457396,0.7 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Alzheimer's disease, unspecified",G30.9,266,1457396,18.3,28.1
2006,Black or African American,2054-5,Multiple sclerosis,G35,32,1457396,2.2,2.5
2006,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,56,1457396,3.8,4.5
2006,Black or African American,2054-5,"Encephalopathy, unspecified",G93.4,11,1457396,0.8 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,Essential (primary) hypertension,I10,83,1457396,5.7,7.8
2006,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,74,1457396,5.1,7
2006,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,242,1457396,16.6,20
2006,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,116,1457396,8,11
2006,Black or African American,2054-5,Hypertensive heart and renal disease with renal failure,I13.1,23,1457396,1.6,1.9
2006,Black or African American,2054-5,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,20,1457396,1.4,2
2006,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,522,1457396,35.8,48.5
2006,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,270,1457396,18.5,24.1
2006,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,972,1457396,66.7,90
2006,Black or African American,2054-5,Ischaemic cardiomyopathy,I25.5,47,1457396,3.2,4.4
2006,Black or African American,2054-5,Other forms of chronic ischaemic heart disease,I25.8,11,1457396,0.8 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,"Chronic ischaemic heart disease, unspecified",I25.9,36,1457396,2.5,3.3
2006,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,39,1457396,2.7,3.4
2006,Black or African American,2054-5,Other secondary pulmonary hypertension,I27.2,25,1457396,1.7,2
2006,Black or African American,2054-5,Acute and subacute infective endocarditis,I33.0,15,1457396,1.0 (Unreliable),1.2 (Unreliable)
2006,Black or African American,2054-5,Aortic (valve) stenosis,I35.0,15,1457396,1.0 (Unreliable),1.6 (Unreliable)
2006,Black or African American,2054-5,"Endocarditis, valve unspecified",I38,16,1457396,1.1 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Dilated cardiomyopathy,I42.0,42,1457396,2.9,3.5
2006,Black or African American,2054-5,Other hypertrophic cardiomyopathy,I42.2,21,1457396,1.4,1.7
2006,Black or African American,2054-5,"Cardiomyopathy, unspecified",I42.9,111,1457396,7.6,9.8
2006,Black or African American,2054-5,"Sudden cardiac death, so described",I46.1,12,1457396,0.8 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,"Cardiac arrest, unspecified",I46.9,16,1457396,1.1 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Atrial fibrillation and flutter,I48,27,1457396,1.9,2.8
2006,Black or African American,2054-5,"Cardiac arrhythmia, unspecified",I49.9,51,1457396,3.5,4.5
2006,Black or African American,2054-5,Congestive heart failure,I50.0,143,1457396,9.8,13.8
2006,Black or African American,2054-5,"Heart failure, unspecified",I50.9,10,1457396,0.7 (Unreliable),0.9 (Unreliable)
2006,Black or African American,2054-5,"Cardiovascular disease, unspecified",I51.6,12,1457396,0.8 (Unreliable),1.2 (Unreliable)
2006,Black or African American,2054-5,"Heart disease, unspecified",I51.9,13,1457396,0.9 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Subarachnoid haemorrhage, unspecified",I60.9,24,1457396,1.6,2
2006,Black or African American,2054-5,"Intracerebral haemorrhage, unspecified",I61.9,78,1457396,5.4,6.5
2006,Black or African American,2054-5,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,51,1457396,3.5,4.3
2006,Black or African American,2054-5,"Cerebral infarction, unspecified",I63.9,25,1457396,1.7,2.2
2006,Black or African American,2054-5,"Stroke, not specified as haemorrhage or infarction",I64,282,1457396,19.3,27.3
2006,Black or African American,2054-5,"Cerebrovascular disease, unspecified",I67.9,13,1457396,0.9 (Unreliable),1.3 (Unreliable)
2006,Black or African American,2054-5,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,83,1457396,5.7,8.2
2006,Black or African American,2054-5,Sequelae of other and unspecified cerebrovascular diseases,I69.8,36,1457396,2.5,3.5
2006,Black or African American,2054-5,Generalized and unspecified atherosclerosis,I70.9,23,1457396,1.6,2.2
2006,Black or African American,2054-5,Dissection of aorta [any part],I71.0,32,1457396,2.2,2.6
2006,Black or African American,2054-5,"Abdominal aortic aneurysm, ruptured",I71.3,11,1457396,0.8 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,"Peripheral vascular disease, unspecified",I73.9,45,1457396,3.1,4.5
2006,Black or African American,2054-5,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,23,1457396,1.6,2
2006,Black or African American,2054-5,"Bronchopneumonia, unspecified",J18.0,11,1457396,0.8 (Unreliable),0.8 (Unreliable)
2006,Black or African American,2054-5,"Pneumonia, unspecified",J18.9,135,1457396,9.3,12.7
2006,Black or African American,2054-5,"Emphysema, unspecified",J43.9,53,1457396,3.6,4.8
2006,Black or African American,2054-5,Other specified chronic obstructive pulmonary disease,J44.8,19,1457396,1.3 (Unreliable),1.7 (Unreliable)
2006,Black or African American,2054-5,"Chronic obstructive pulmonary disease, unspecified",J44.9,331,1457396,22.7,30.8
2006,Black or African American,2054-5,"Asthma, unspecified",J45.9,30,1457396,2.1,2.3
2006,Black or African American,2054-5,Pneumonitis due to food and vomit,J69.0,73,1457396,5,7.3
2006,Black or African American,2054-5,Other interstitial pulmonary diseases with fibrosis,J84.1,41,1457396,2.8,3.7
2006,Black or African American,2054-5,"Interstitial pulmonary disease, unspecified",J84.9,12,1457396,0.8 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,"Noninfective gastroenteritis and colitis, unspecified",K52.9,17,1457396,1.2 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Acute vascular disorders of intestine,K55.0,12,1457396,0.8 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,"Vascular disorder of intestine, unspecified",K55.9,33,1457396,2.3,2.9
2006,Black or African American,2054-5,Other and unspecified intestinal obstruction,K56.6,21,1457396,1.4,2
2006,Black or African American,2054-5,Perforation of intestine (nontraumatic),K63.1,11,1457396,0.8 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,Alcoholic cirrhosis of liver,K70.3,42,1457396,2.9,3.3
2006,Black or African American,2054-5,"Hepatic failure, unspecified",K72.9,14,1457396,1.0 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,Other and unspecified cirrhosis of liver,K74.6,62,1457396,4.3,5
2006,Black or African American,2054-5,"Liver disease, unspecified",K76.9,12,1457396,0.8 (Unreliable),0.9 (Unreliable)
2006,Black or African American,2054-5,"Gastrointestinal haemorrhage, unspecified",K92.2,42,1457396,2.9,4
2006,Black or African American,2054-5,Decubitus ulcer,L89,13,1457396,0.9 (Unreliable),1.2 (Unreliable)
2006,Black or African American,2054-5,Systemic lupus erythematosus with organ or system involvement,M32.1,16,1457396,1.1 (Unreliable),1.2 (Unreliable)
2006,Black or African American,2054-5,"Osteomyelitis, unspecified",M86.9,10,1457396,0.7 (Unreliable),1.0 (Unreliable)
2006,Black or African American,2054-5,"Chronic nephritic syndrome, unspecified",N03.9,16,1457396,1.1 (Unreliable),1.5 (Unreliable)
2006,Black or African American,2054-5,"Acute renal failure, unspecified",N17.9,46,1457396,3.2,4.4
2006,Black or African American,2054-5,End-stage renal disease,N18.0,111,1457396,7.6,9.7
2006,Black or African American,2054-5,"Chronic renal failure, unspecified",N18.9,53,1457396,3.6,4.9
2006,Black or African American,2054-5,Unspecified renal failure,N19,66,1457396,4.5,6.1
2006,Black or African American,2054-5,"Urinary tract infection, site not specified",N39.0,39,1457396,2.7,3.7
2006,Black or African American,2054-5,Newborn affected by incompetent cervix,P01.0,18,1457396,1.2 (Unreliable),0.9 (Unreliable)
2006,Black or African American,2054-5,Newborn affected by premature rupture of membranes,P01.1,11,1457396,0.8 (Unreliable),0.6 (Unreliable)
2006,Black or African American,2054-5,Newborn affected by other forms of placental separation and haemorrhage,P02.1,10,1457396,0.7 (Unreliable),0.5 (Unreliable)
2006,Black or African American,2054-5,Newborn affected by chorioamnionitis,P02.7,18,1457396,1.2 (Unreliable),0.9 (Unreliable)
2006,Black or African American,2054-5,Extreme immaturity,P07.2,89,1457396,6.1,4.6
2006,Black or African American,2054-5,Other preterm infants,P07.3,26,1457396,1.8,1.3
2006,Black or African American,2054-5,Respiratory distress syndrome of newborn,P22.0,10,1457396,0.7 (Unreliable),0.5 (Unreliable)
2006,Black or African American,2054-5,"Bacterial sepsis of newborn, unspecified",P36.9,10,1457396,0.7 (Unreliable),0.5 (Unreliable)
2006,Black or African American,2054-5,"Congenital malformation of heart, unspecified",Q24.9,16,1457396,1.1 (Unreliable),0.9 (Unreliable)
2006,Black or African American,2054-5,Other and unspecified convulsions,R56.8,11,1457396,0.8 (Unreliable),0.7 (Unreliable)
2006,Black or African American,2054-5,Sudden infant death syndrome - SIDS,R95,31,1457396,2.1,1.6
2006,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,60,1457396,4.1,3.9
2006,Black or African American,2054-5,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,11,1457396,0.8 (Unreliable),0.8 (Unreliable)
2006,Black or African American,2054-5,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,15,1457396,1.0 (Unreliable),1.1 (Unreliable)
2006,Black or African American,2054-5,Person injured in collision between other specified motor vehicles (traffic),V87.7,17,1457396,1.2 (Unreliable),1.2 (Unreliable)
2006,Black or African American,2054-5,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,36,1457396,2.5,2.6
2006,Black or African American,2054-5,Other fall on same level,W18,19,1457396,1.3 (Unreliable),1.8 (Unreliable)
2006,Black or African American,2054-5,Unspecified fall,W19,24,1457396,1.6,2.1
2006,Black or African American,2054-5,Accidental suffocation and strangulation in bed,W75,16,1457396,1.1 (Unreliable),0.8 (Unreliable)
2006,Black or African American,2054-5,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,15,1457396,1.0 (Unreliable),1.4 (Unreliable)
2006,Black or African American,2054-5,Exposure to uncontrolled fire in building or structure,X00,18,1457396,1.2 (Unreliable),1.3 (Unreliable)
2006,Black or African American,2054-5,Accidental poisoning/exposure to narcotics,X42,122,1457396,8.4,8.9
2006,Black or African American,2054-5,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45,1457396,3.1,3.4
2006,Black or African American,2054-5,Exposure to unspecified factor,X59,20,1457396,1.4,1.7
2006,Black or African American,2054-5,"Intentional self-harm by hanging, strangulation and suffocation",X70,27,1457396,1.9,1.9
2006,Black or African American,2054-5,Intentional self-harm by other and unspecified firearm discharge,X74,39,1457396,2.7,2.7
2006,Black or African American,2054-5,Assault by handgun discharge,X93,22,1457396,1.5,1.5
2006,Black or African American,2054-5,Assault by other and unspecified firearm discharge,X95,269,1457396,18.5,18.2
2006,Black or African American,2054-5,"Assault by smoke, fire and flames",X97,10,1457396,0.7 (Unreliable),0.7 (Unreliable)
2006,Black or African American,2054-5,Assault by sharp object,X99,29,1457396,2,2
2006,Black or African American,2054-5,Assault by unspecified means,Y09,12,1457396,0.8 (Unreliable),0.8 (Unreliable)
2006,White,2106-3,Enterocolitis due to Clostridium difficile,A04.7,487,9793409,5,4.2
2006,White,2106-3,Septicaemia due to Staphylococcus aureus,A41.0,30,9793409,0.3,0.3
2006,White,2106-3,Septicaemia due to unspecified staphylococcus,A41.2,24,9793409,0.2,0.2
2006,White,2106-3,Septicaemia due to other Gram-negative organisms,A41.5,26,9793409,0.3,0.2
2006,White,2106-3,"Septicaemia, unspecified",A41.9,940,9793409,9.6,8.2
2006,White,2106-3,Legionnaires' disease,A48.1,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Staphylococcal infection, unspecified",A49.0,17,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Bacterial infection, unspecified",A49.9,24,9793409,0.2,0.2
2006,White,2106-3,Creutzfeldt-Jakob disease - CJD,A81.0,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Chronic viral hepatitis C,B18.2,117,9793409,1.2,1
2006,White,2106-3,HIV disease resulting in other bacterial infections,B20.1,15,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,HIV disease resulting in multiple infections,B20.7,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,HIV disease resulting in other specified conditions,B23.8,22,9793409,0.2,0.2
2006,White,2106-3,Unspecified human immunodeficiency virus [HIV] disease,B24,28,9793409,0.3,0.3
2006,White,2106-3,Sequelae of poliomyelitis,B91,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Sequelae of other specified infectious and parasitic diseases,B94.8,24,9793409,0.2,0.2
2006,White,2106-3,Other and unspecified infectious diseases,B99,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Tongue, unspecified - Malignant neoplasms",C02.9,75,9793409,0.8,0.7
2006,White,2106-3,"Mouth, unspecified - Malignant neoplasms",C06.9,34,9793409,0.3,0.3
2006,White,2106-3,Malignant neoplasm of parotid gland,C07,27,9793409,0.3,0.2
2006,White,2106-3,"Tonsil, unspecified - Malignant neoplasms",C09.9,17,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Oropharynx, unspecified - Malignant neoplasms",C10.9,27,9793409,0.3,0.2
2006,White,2106-3,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,20,9793409,0.2,0.2
2006,White,2106-3,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Pharynx, unspecified - Malignant neoplasms",C14.0,48,9793409,0.5,0.4
2006,White,2106-3,"Oesophagus, unspecified - Malignant neoplasms",C15.9,595,9793409,6.1,5.2
2006,White,2106-3,Cardia - Malignant neoplasms,C16.0,33,9793409,0.3,0.3
2006,White,2106-3,"Stomach, unspecified - Malignant neoplasms",C16.9,308,9793409,3.1,2.7
2006,White,2106-3,Duodenum - Malignant neoplasms,C17.0,28,9793409,0.3,0.2
2006,White,2106-3,"Small intestine, unspecified - Malignant neoplasms",C17.9,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
