"Notes"	"ICD Chapter"	"ICD Chapter Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Other specified disorders of veins"	"I87.8"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Disorder of vein, unspecified"	"I87.9"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Nonspecific mesenteric lymphadenitis"	"I88.0"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Chronic lymphadenitis, except mesenteric"	"I88.1"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Other nonspecific lymphadenitis"	"I88.8"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Lymphoedema, not elsewhere classified"	"I89.0"	11	26990678	0.0 (Unreliable)
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Lymphangitis"	"I89.1"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"	"I89.9"	Suppressed	26990678	Suppressed
"Total"	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"			367	26990678	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	"Idiopathic hypotension"	"I95.0"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	"Orthostatic hypotension"	"I95.1"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	"Hypotension due to drugs"	"I95.2"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	"Other hypotension"	"I95.8"	Suppressed	26990678	Suppressed
	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	"Hypotension, unspecified"	"I95.9"	20	26990678	0.1
	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	"Other and unspecified disorders of circulatory system"	"I99"	17	26990678	0.1 (Unreliable)
"Total"	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"			41	26990678	0.2
"Total"	"Diseases of the circulatory system"	"I00-I99"					61593	26990678	228.2
"Total"							61593	26990678	228.2
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Title: heart_disease_type_columbus_1999_2016a"
"2013 Urbanization: All"
"Age Group: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: I00-I99 (Diseases of the circulatory system)"
"Race: All"
"States: Delaware County, OH (39041), Fairfield County, OH (39045), Franklin County, OH (39049), Pickaway County, OH (39129)"
"Year: All, 1999 to 2016"
"Group By: ICD Chapter, ICD Sub-Chapter, Cause of death"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Apr 27, 2018 1:31:31 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20"
"No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Apr 27, 2018 1:31:31 AM"
"---"
Caveats:
"1. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less than"
"10. Figures representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2016 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2016 series released by NCHS on June 26, 2017."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"5. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#ICD-10 Changes."
"6. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
