country,year,age,obese_degree,gender,obese_status
USA,2000,70 to 74 yrs,1,male,obese
USA,2000,70 to 74 yrs,1,male,overweight
USA,2000,75 to 79 yrs,1,male,overweight
USA,2000,75 to 79 yrs,1,male,obese
USA,2000,80+ yrs,1,male,obese
USA,2000,80+ yrs,1,male,overweight
USA,2000,2 to 4 yrs,2,female,overweight
USA,2000,2 to 4 yrs,2,female,obese
USA,2000,2 to 19 yrs - age-standardized,2,female,overweight
USA,2000,2 to 19 yrs - age-standardized,2,female,obese
USA,2000,5 to 9 yrs,2,female,obese
USA,2000,5 to 9 yrs,2,female,overweight
USA,2000,10 to 14 yrs,2,female,obese
USA,2000,10 to 14 yrs,2,female,overweight
USA,2000,15 to 19 yrs,2,female,overweight
USA,2000,15 to 19 yrs,2,female,obese
USA,2000,20 to 24 yrs,2,female,obese
USA,2000,20 to 24 yrs,2,female,overweight
USA,2000,20+ yrs - age-standardized,2,female,overweight
USA,2000,20+ yrs - age-standardized,2,female,obese
USA,2000,25 to 29 yrs,2,female,overweight
USA,2000,25 to 29 yrs,2,female,obese
USA,2000,30 to 34 yrs,2,female,obese
USA,2000,30 to 34 yrs,2,female,overweight
USA,2000,35 to 39 yrs,2,female,obese
USA,2000,35 to 39 yrs,2,female,overweight
USA,2000,40 to 44 yrs,2,female,obese
USA,2000,40 to 44 yrs,2,female,overweight
USA,2000,45 to 49 yrs,2,female,overweight
USA,2000,45 to 49 yrs,2,female,obese
USA,2000,50 to 54 yrs,2,female,obese
USA,2000,50 to 54 yrs,2,female,overweight
USA,2000,55 to 59 yrs,2,female,overweight
USA,2000,55 to 59 yrs,2,female,obese
USA,2000,60 to 64 yrs,2,female,obese
USA,2000,60 to 64 yrs,2,female,overweight
USA,2000,65 to 69 yrs,2,female,overweight
USA,2000,65 to 69 yrs,2,female,obese
USA,2000,70 to 74 yrs,2,female,overweight
USA,2000,70 to 74 yrs,2,female,obese
USA,2000,75 to 79 yrs,2,female,overweight
USA,2000,75 to 79 yrs,2,female,obese
USA,2000,80+ yrs,2,female,obese
USA,2000,80+ yrs,2,female,overweight
USA,2000,2 to 4 yrs,3,both,obese
USA,2000,2 to 4 yrs,3,both,overweight
USA,2000,2 to 19 yrs - age-standardized,3,both,obese
USA,2000,2 to 19 yrs - age-standardized,3,both,overweight
USA,2000,5 to 9 yrs,3,both,overweight
USA,2000,5 to 9 yrs,3,both,obese
USA,2000,10 to 14 yrs,3,both,overweight
USA,2000,10 to 14 yrs,3,both,obese
USA,2000,15 to 19 yrs,3,both,obese
USA,2000,15 to 19 yrs,3,both,overweight
USA,2000,20 to 24 yrs,3,both,obese
USA,2000,20 to 24 yrs,3,both,overweight
USA,2000,20+ yrs - age-standardized,3,both,overweight
USA,2000,20+ yrs - age-standardized,3,both,obese
USA,2000,25 to 29 yrs,3,both,overweight
USA,2000,25 to 29 yrs,3,both,obese
USA,2000,30 to 34 yrs,3,both,overweight
USA,2000,30 to 34 yrs,3,both,obese
USA,2000,35 to 39 yrs,3,both,overweight
USA,2000,35 to 39 yrs,3,both,obese
USA,2000,40 to 44 yrs,3,both,obese
USA,2000,40 to 44 yrs,3,both,overweight
USA,2000,45 to 49 yrs,3,both,obese
USA,2000,45 to 49 yrs,3,both,overweight
USA,2000,50 to 54 yrs,3,both,overweight
USA,2000,50 to 54 yrs,3,both,obese
USA,2000,55 to 59 yrs,3,both,overweight
USA,2000,55 to 59 yrs,3,both,obese
USA,2000,60 to 64 yrs,3,both,overweight
USA,2000,60 to 64 yrs,3,both,obese
USA,2000,65 to 69 yrs,3,both,obese
USA,2000,65 to 69 yrs,3,both,overweight
USA,2000,70 to 74 yrs,3,both,overweight
USA,2000,70 to 74 yrs,3,both,obese
USA,2000,75 to 79 yrs,3,both,overweight
USA,2000,75 to 79 yrs,3,both,obese
USA,2000,80+ yrs,3,both,overweight
USA,2000,80+ yrs,3,both,obese
USA,2001,2 to 4 yrs,1,male,obese
USA,2001,2 to 4 yrs,1,male,overweight
USA,2001,2 to 19 yrs - age-standardized,1,male,obese
USA,2001,2 to 19 yrs - age-standardized,1,male,overweight
USA,2001,5 to 9 yrs,1,male,obese
USA,2001,5 to 9 yrs,1,male,overweight
USA,2001,10 to 14 yrs,1,male,overweight
USA,2001,10 to 14 yrs,1,male,obese
USA,2001,15 to 19 yrs,1,male,obese
USA,2001,15 to 19 yrs,1,male,overweight
USA,2001,20 to 24 yrs,1,male,obese
USA,2001,20 to 24 yrs,1,male,overweight
USA,2001,20+ yrs - age-standardized,1,male,obese
USA,2001,20+ yrs - age-standardized,1,male,overweight
USA,2001,25 to 29 yrs,1,male,overweight
USA,2001,25 to 29 yrs,1,male,obese
USA,2001,30 to 34 yrs,1,male,overweight
USA,2001,30 to 34 yrs,1,male,obese
USA,2001,35 to 39 yrs,1,male,overweight
USA,2001,35 to 39 yrs,1,male,obese
USA,2001,40 to 44 yrs,1,male,obese
USA,2001,40 to 44 yrs,1,male,overweight
USA,2001,45 to 49 yrs,1,male,overweight
USA,2001,45 to 49 yrs,1,male,obese
USA,2001,50 to 54 yrs,1,male,obese
USA,2001,50 to 54 yrs,1,male,overweight
USA,2001,55 to 59 yrs,1,male,overweight
USA,2001,55 to 59 yrs,1,male,obese
USA,2001,60 to 64 yrs,1,male,obese
USA,2001,60 to 64 yrs,1,male,overweight
USA,2001,65 to 69 yrs,1,male,overweight
USA,2001,65 to 69 yrs,1,male,obese
USA,2001,70 to 74 yrs,1,male,overweight
USA,2001,70 to 74 yrs,1,male,obese
USA,2001,75 to 79 yrs,1,male,overweight
USA,2001,75 to 79 yrs,1,male,obese
USA,2001,80+ yrs,1,male,overweight
USA,2001,80+ yrs,1,male,obese
USA,2001,2 to 4 yrs,2,female,obese
USA,2001,2 to 4 yrs,2,female,overweight
USA,2001,2 to 19 yrs - age-standardized,2,female,overweight
USA,2001,2 to 19 yrs - age-standardized,2,female,obese
USA,2001,5 to 9 yrs,2,female,obese
USA,2001,5 to 9 yrs,2,female,overweight
USA,2001,10 to 14 yrs,2,female,overweight
USA,2001,10 to 14 yrs,2,female,obese
USA,2001,15 to 19 yrs,2,female,overweight
USA,2001,15 to 19 yrs,2,female,obese
USA,2001,20 to 24 yrs,2,female,overweight
USA,2001,20 to 24 yrs,2,female,obese
USA,2001,20+ yrs - age-standardized,2,female,overweight
USA,2001,20+ yrs - age-standardized,2,female,obese
USA,2001,25 to 29 yrs,2,female,overweight
USA,2001,25 to 29 yrs,2,female,obese
USA,2001,30 to 34 yrs,2,female,obese
USA,2001,30 to 34 yrs,2,female,overweight
USA,2001,35 to 39 yrs,2,female,overweight
USA,2001,35 to 39 yrs,2,female,obese
USA,2001,40 to 44 yrs,2,female,obese
USA,2001,40 to 44 yrs,2,female,overweight
USA,2001,45 to 49 yrs,2,female,overweight
USA,2001,45 to 49 yrs,2,female,obese
USA,2001,50 to 54 yrs,2,female,obese
USA,2001,50 to 54 yrs,2,female,overweight
USA,2001,55 to 59 yrs,2,female,overweight
USA,2001,55 to 59 yrs,2,female,obese
USA,2001,60 to 64 yrs,2,female,overweight
USA,2001,60 to 64 yrs,2,female,obese
USA,2001,65 to 69 yrs,2,female,overweight
USA,2001,65 to 69 yrs,2,female,obese
USA,2001,70 to 74 yrs,2,female,overweight
USA,2001,70 to 74 yrs,2,female,obese
USA,2001,75 to 79 yrs,2,female,overweight
USA,2001,75 to 79 yrs,2,female,obese
USA,2001,80+ yrs,2,female,obese
USA,2001,80+ yrs,2,female,overweight
USA,2001,2 to 4 yrs,3,both,obese
USA,2001,2 to 4 yrs,3,both,overweight
USA,2001,2 to 19 yrs - age-standardized,3,both,obese
USA,2001,2 to 19 yrs - age-standardized,3,both,overweight
USA,2001,5 to 9 yrs,3,both,overweight
USA,2001,5 to 9 yrs,3,both,obese
USA,2001,10 to 14 yrs,3,both,obese
USA,2001,10 to 14 yrs,3,both,overweight
USA,2001,15 to 19 yrs,3,both,overweight
USA,2001,15 to 19 yrs,3,both,obese
USA,2001,20 to 24 yrs,3,both,obese
USA,2001,20 to 24 yrs,3,both,overweight
USA,2001,20+ yrs - age-standardized,3,both,obese
USA,2001,20+ yrs - age-standardized,3,both,overweight
USA,2001,25 to 29 yrs,3,both,overweight
USA,2001,25 to 29 yrs,3,both,obese
USA,2001,30 to 34 yrs,3,both,obese
USA,2001,30 to 34 yrs,3,both,overweight
USA,2001,35 to 39 yrs,3,both,overweight
USA,2001,35 to 39 yrs,3,both,obese
USA,2001,40 to 44 yrs,3,both,overweight
USA,2001,40 to 44 yrs,3,both,obese
USA,2001,45 to 49 yrs,3,both,overweight
USA,2001,45 to 49 yrs,3,both,obese
USA,2001,50 to 54 yrs,3,both,overweight
USA,2001,50 to 54 yrs,3,both,obese
USA,2001,55 to 59 yrs,3,both,overweight
USA,2001,55 to 59 yrs,3,both,obese
USA,2001,60 to 64 yrs,3,both,overweight
USA,2001,60 to 64 yrs,3,both,obese
USA,2001,65 to 69 yrs,3,both,obese
USA,2001,65 to 69 yrs,3,both,overweight
USA,2001,70 to 74 yrs,3,both,overweight
USA,2001,70 to 74 yrs,3,both,obese
USA,2001,75 to 79 yrs,3,both,overweight
USA,2001,75 to 79 yrs,3,both,obese
USA,2001,80+ yrs,3,both,obese
USA,2001,80+ yrs,3,both,overweight
USA,2002,2 to 4 yrs,1,male,overweight
USA,2002,2 to 4 yrs,1,male,obese
USA,2002,2 to 19 yrs - age-standardized,1,male,overweight
USA,2002,2 to 19 yrs - age-standardized,1,male,obese
USA,2002,5 to 9 yrs,1,male,obese
USA,2002,5 to 9 yrs,1,male,overweight
USA,2002,10 to 14 yrs,1,male,overweight
USA,2002,10 to 14 yrs,1,male,obese
USA,2002,15 to 19 yrs,1,male,obese
USA,2002,15 to 19 yrs,1,male,overweight
USA,2002,20 to 24 yrs,1,male,obese
USA,2002,20 to 24 yrs,1,male,overweight
USA,2002,20+ yrs - age-standardized,1,male,obese
USA,2002,20+ yrs - age-standardized,1,male,overweight
USA,2002,25 to 29 yrs,1,male,obese
USA,2002,25 to 29 yrs,1,male,overweight
USA,2002,30 to 34 yrs,1,male,overweight
USA,2002,30 to 34 yrs,1,male,obese
USA,2002,35 to 39 yrs,1,male,overweight
USA,2002,35 to 39 yrs,1,male,obese
USA,2002,40 to 44 yrs,1,male,obese
USA,2002,40 to 44 yrs,1,male,overweight
USA,2002,45 to 49 yrs,1,male,obese
USA,2002,45 to 49 yrs,1,male,overweight
USA,2002,50 to 54 yrs,1,male,obese
USA,2002,50 to 54 yrs,1,male,overweight
USA,2002,55 to 59 yrs,1,male,overweight
USA,2002,55 to 59 yrs,1,male,obese
USA,2002,60 to 64 yrs,1,male,obese
USA,2002,60 to 64 yrs,1,male,overweight
USA,2002,65 to 69 yrs,1,male,obese
USA,2002,65 to 69 yrs,1,male,overweight
USA,2002,70 to 74 yrs,1,male,obese
USA,2002,70 to 74 yrs,1,male,overweight
USA,2002,75 to 79 yrs,1,male,overweight
USA,2002,75 to 79 yrs,1,male,obese
USA,2002,80+ yrs,1,male,obese
USA,2002,80+ yrs,1,male,overweight
USA,2002,2 to 4 yrs,2,female,overweight
USA,2002,2 to 4 yrs,2,female,obese
USA,2002,2 to 19 yrs - age-standardized,2,female,obese
USA,2002,2 to 19 yrs - age-standardized,2,female,overweight
USA,2002,5 to 9 yrs,2,female,overweight
USA,2002,5 to 9 yrs,2,female,obese
USA,2002,10 to 14 yrs,2,female,overweight
USA,2002,10 to 14 yrs,2,female,obese
USA,2002,15 to 19 yrs,2,female,overweight
USA,2002,15 to 19 yrs,2,female,obese
USA,2002,20 to 24 yrs,2,female,overweight
USA,2002,20 to 24 yrs,2,female,obese
USA,2002,20+ yrs - age-standardized,2,female,obese
USA,2002,20+ yrs - age-standardized,2,female,overweight
USA,2002,25 to 29 yrs,2,female,obese
USA,2002,25 to 29 yrs,2,female,overweight
USA,2002,30 to 34 yrs,2,female,overweight
USA,2002,30 to 34 yrs,2,female,obese
USA,2002,35 to 39 yrs,2,female,obese
USA,2002,35 to 39 yrs,2,female,overweight
USA,2002,40 to 44 yrs,2,female,overweight
USA,2002,40 to 44 yrs,2,female,obese
USA,2002,45 to 49 yrs,2,female,overweight
USA,2002,45 to 49 yrs,2,female,obese
USA,2002,50 to 54 yrs,2,female,obese
USA,2002,50 to 54 yrs,2,female,overweight
USA,2002,55 to 59 yrs,2,female,obese
USA,2002,55 to 59 yrs,2,female,overweight
USA,2002,60 to 64 yrs,2,female,overweight
USA,2002,60 to 64 yrs,2,female,obese
USA,2002,65 to 69 yrs,2,female,overweight
USA,2002,65 to 69 yrs,2,female,obese
USA,2002,70 to 74 yrs,2,female,obese
USA,2002,70 to 74 yrs,2,female,overweight
USA,2002,75 to 79 yrs,2,female,overweight
USA,2002,75 to 79 yrs,2,female,obese
USA,2002,80+ yrs,2,female,obese
USA,2002,80+ yrs,2,female,overweight
USA,2002,2 to 4 yrs,3,both,overweight
USA,2002,2 to 4 yrs,3,both,obese
USA,2002,2 to 19 yrs - age-standardized,3,both,obese
USA,2002,2 to 19 yrs - age-standardized,3,both,overweight
USA,2002,5 to 9 yrs,3,both,overweight
USA,2002,5 to 9 yrs,3,both,obese
USA,2002,10 to 14 yrs,3,both,obese
USA,2002,10 to 14 yrs,3,both,overweight
USA,2002,15 to 19 yrs,3,both,obese
USA,2002,15 to 19 yrs,3,both,overweight
USA,2002,20 to 24 yrs,3,both,obese
USA,2002,20 to 24 yrs,3,both,overweight
USA,2002,20+ yrs - age-standardized,3,both,obese
USA,2002,20+ yrs - age-standardized,3,both,overweight
USA,2002,25 to 29 yrs,3,both,overweight
USA,2002,25 to 29 yrs,3,both,obese
USA,2002,30 to 34 yrs,3,both,overweight
USA,2002,30 to 34 yrs,3,both,obese
USA,2002,35 to 39 yrs,3,both,overweight
USA,2002,35 to 39 yrs,3,both,obese
USA,2002,40 to 44 yrs,3,both,overweight
USA,2002,40 to 44 yrs,3,both,obese
USA,2002,45 to 49 yrs,3,both,obese
USA,2002,45 to 49 yrs,3,both,overweight
USA,2002,50 to 54 yrs,3,both,overweight
USA,2002,50 to 54 yrs,3,both,obese
USA,2002,55 to 59 yrs,3,both,obese
USA,2002,55 to 59 yrs,3,both,overweight
USA,2002,60 to 64 yrs,3,both,obese
USA,2002,60 to 64 yrs,3,both,overweight
USA,2002,65 to 69 yrs,3,both,obese
USA,2002,65 to 69 yrs,3,both,overweight
USA,2002,70 to 74 yrs,3,both,overweight
USA,2002,70 to 74 yrs,3,both,obese
USA,2002,75 to 79 yrs,3,both,overweight
USA,2002,75 to 79 yrs,3,both,obese
USA,2002,80+ yrs,3,both,obese
USA,2002,80+ yrs,3,both,overweight
USA,2003,2 to 4 yrs,1,male,overweight
USA,2003,2 to 4 yrs,1,male,obese
USA,2003,2 to 19 yrs - age-standardized,1,male,obese
USA,2003,2 to 19 yrs - age-standardized,1,male,overweight
USA,2003,5 to 9 yrs,1,male,obese
USA,2003,5 to 9 yrs,1,male,overweight
USA,2003,10 to 14 yrs,1,male,overweight
USA,2003,10 to 14 yrs,1,male,obese
USA,2003,15 to 19 yrs,1,male,obese
USA,2003,15 to 19 yrs,1,male,overweight
USA,2003,20 to 24 yrs,1,male,overweight
USA,2003,20 to 24 yrs,1,male,obese
USA,2003,20+ yrs - age-standardized,1,male,overweight
USA,2003,20+ yrs - age-standardized,1,male,obese
USA,2003,25 to 29 yrs,1,male,obese
USA,2003,25 to 29 yrs,1,male,overweight
USA,2003,30 to 34 yrs,1,male,overweight
USA,2003,30 to 34 yrs,1,male,obese
USA,2003,35 to 39 yrs,1,male,obese
USA,2003,35 to 39 yrs,1,male,overweight
USA,2003,40 to 44 yrs,1,male,overweight
USA,2003,40 to 44 yrs,1,male,obese
USA,2003,45 to 49 yrs,1,male,obese
USA,2003,45 to 49 yrs,1,male,overweight
USA,2003,50 to 54 yrs,1,male,obese
USA,2003,50 to 54 yrs,1,male,overweight
USA,2003,55 to 59 yrs,1,male,obese
USA,2003,55 to 59 yrs,1,male,overweight
USA,2003,60 to 64 yrs,1,male,overweight
USA,2003,60 to 64 yrs,1,male,obese
USA,2003,65 to 69 yrs,1,male,obese
USA,2003,65 to 69 yrs,1,male,overweight
USA,2003,70 to 74 yrs,1,male,obese
USA,2003,70 to 74 yrs,1,male,overweight
USA,2003,75 to 79 yrs,1,male,obese
USA,2003,75 to 79 yrs,1,male,overweight
USA,2003,80+ yrs,1,male,overweight
USA,2003,80+ yrs,1,male,obese
USA,2003,2 to 4 yrs,2,female,overweight
USA,2003,2 to 4 yrs,2,female,obese
USA,2003,2 to 19 yrs - age-standardized,2,female,overweight
USA,2003,2 to 19 yrs - age-standardized,2,female,obese
USA,2003,5 to 9 yrs,2,female,obese
USA,2003,5 to 9 yrs,2,female,overweight
USA,2003,10 to 14 yrs,2,female,overweight
USA,2003,10 to 14 yrs,2,female,obese
USA,2003,15 to 19 yrs,2,female,obese
USA,2003,15 to 19 yrs,2,female,overweight
USA,2003,20 to 24 yrs,2,female,overweight
USA,2003,20 to 24 yrs,2,female,obese
USA,2003,20+ yrs - age-standardized,2,female,obese
USA,2003,20+ yrs - age-standardized,2,female,overweight
USA,2003,25 to 29 yrs,2,female,overweight
USA,2003,25 to 29 yrs,2,female,obese
USA,2003,30 to 34 yrs,2,female,overweight
USA,2003,30 to 34 yrs,2,female,obese
USA,2003,35 to 39 yrs,2,female,obese
USA,2003,35 to 39 yrs,2,female,overweight
USA,2003,40 to 44 yrs,2,female,obese
USA,2003,40 to 44 yrs,2,female,overweight
USA,2003,45 to 49 yrs,2,female,overweight
USA,2003,45 to 49 yrs,2,female,obese
USA,2003,50 to 54 yrs,2,female,overweight
USA,2003,50 to 54 yrs,2,female,obese
USA,2003,55 to 59 yrs,2,female,overweight
USA,2003,55 to 59 yrs,2,female,obese
USA,2003,60 to 64 yrs,2,female,overweight
USA,2003,60 to 64 yrs,2,female,obese
USA,2003,65 to 69 yrs,2,female,overweight
USA,2003,65 to 69 yrs,2,female,obese
USA,2003,70 to 74 yrs,2,female,obese
USA,2003,70 to 74 yrs,2,female,overweight
USA,2003,75 to 79 yrs,2,female,overweight
USA,2003,75 to 79 yrs,2,female,obese
USA,2003,80+ yrs,2,female,obese
USA,2003,80+ yrs,2,female,overweight
USA,2003,2 to 4 yrs,3,both,obese
USA,2003,2 to 4 yrs,3,both,overweight
USA,2003,2 to 19 yrs - age-standardized,3,both,obese
USA,2003,2 to 19 yrs - age-standardized,3,both,overweight
USA,2003,5 to 9 yrs,3,both,obese
USA,2003,5 to 9 yrs,3,both,overweight
USA,2003,10 to 14 yrs,3,both,overweight
USA,2003,10 to 14 yrs,3,both,obese
USA,2003,15 to 19 yrs,3,both,obese
USA,2003,15 to 19 yrs,3,both,overweight
USA,2003,20 to 24 yrs,3,both,obese
USA,2003,20 to 24 yrs,3,both,overweight
USA,2003,20+ yrs - age-standardized,3,both,overweight
USA,2003,20+ yrs - age-standardized,3,both,obese
USA,2003,25 to 29 yrs,3,both,overweight
USA,2003,25 to 29 yrs,3,both,obese
USA,2003,30 to 34 yrs,3,both,obese
USA,2003,30 to 34 yrs,3,both,overweight
USA,2003,35 to 39 yrs,3,both,obese
USA,2003,35 to 39 yrs,3,both,overweight
USA,2003,40 to 44 yrs,3,both,obese
USA,2003,40 to 44 yrs,3,both,overweight
USA,2003,45 to 49 yrs,3,both,obese
USA,2003,45 to 49 yrs,3,both,overweight
USA,2003,50 to 54 yrs,3,both,overweight
USA,2003,50 to 54 yrs,3,both,obese
USA,2003,55 to 59 yrs,3,both,overweight
USA,2003,55 to 59 yrs,3,both,obese
USA,2003,60 to 64 yrs,3,both,overweight
USA,2003,60 to 64 yrs,3,both,obese
USA,2003,65 to 69 yrs,3,both,overweight
USA,2003,65 to 69 yrs,3,both,obese
USA,2003,70 to 74 yrs,3,both,overweight
USA,2003,70 to 74 yrs,3,both,obese
USA,2003,75 to 79 yrs,3,both,overweight
USA,2003,75 to 79 yrs,3,both,obese
USA,2003,80+ yrs,3,both,obese
USA,2003,80+ yrs,3,both,overweight
USA,2004,2 to 4 yrs,1,male,overweight
USA,2004,2 to 4 yrs,1,male,obese
USA,2004,2 to 19 yrs - age-standardized,1,male,obese
USA,2004,2 to 19 yrs - age-standardized,1,male,overweight
USA,2004,5 to 9 yrs,1,male,overweight
USA,2004,5 to 9 yrs,1,male,obese
USA,2004,10 to 14 yrs,1,male,overweight
USA,2004,10 to 14 yrs,1,male,obese
USA,2004,15 to 19 yrs,1,male,obese
USA,2004,15 to 19 yrs,1,male,overweight
USA,2004,20 to 24 yrs,1,male,obese
USA,2004,20 to 24 yrs,1,male,overweight
USA,2004,20+ yrs - age-standardized,1,male,obese
USA,2004,20+ yrs - age-standardized,1,male,overweight
USA,2004,25 to 29 yrs,1,male,obese
USA,2004,25 to 29 yrs,1,male,overweight
USA,2004,30 to 34 yrs,1,male,obese
USA,2004,30 to 34 yrs,1,male,overweight
USA,2004,35 to 39 yrs,1,male,obese
USA,2004,35 to 39 yrs,1,male,overweight
USA,2004,40 to 44 yrs,1,male,obese
USA,2004,40 to 44 yrs,1,male,overweight
USA,2004,45 to 49 yrs,1,male,obese
USA,2004,45 to 49 yrs,1,male,overweight
USA,2004,50 to 54 yrs,1,male,obese
USA,2004,50 to 54 yrs,1,male,overweight
USA,2004,55 to 59 yrs,1,male,overweight
USA,2004,55 to 59 yrs,1,male,obese
USA,2004,60 to 64 yrs,1,male,overweight
USA,2004,60 to 64 yrs,1,male,obese
USA,2004,65 to 69 yrs,1,male,obese
USA,2004,65 to 69 yrs,1,male,overweight
USA,2004,70 to 74 yrs,1,male,overweight
USA,2004,70 to 74 yrs,1,male,obese
USA,2004,75 to 79 yrs,1,male,overweight
USA,2004,75 to 79 yrs,1,male,obese
USA,2004,80+ yrs,1,male,obese
USA,2004,80+ yrs,1,male,overweight
USA,2004,2 to 4 yrs,2,female,obese
USA,2004,2 to 4 yrs,2,female,overweight
USA,2004,2 to 19 yrs - age-standardized,2,female,obese
USA,2004,2 to 19 yrs - age-standardized,2,female,overweight
USA,2004,5 to 9 yrs,2,female,obese
USA,2004,5 to 9 yrs,2,female,overweight
USA,2004,10 to 14 yrs,2,female,obese
USA,2004,10 to 14 yrs,2,female,overweight
USA,2004,15 to 19 yrs,2,female,overweight
USA,2004,15 to 19 yrs,2,female,obese
USA,2004,20 to 24 yrs,2,female,obese
USA,2004,20 to 24 yrs,2,female,overweight
USA,2004,20+ yrs - age-standardized,2,female,obese
USA,2004,20+ yrs - age-standardized,2,female,overweight
USA,2004,25 to 29 yrs,2,female,obese
USA,2004,25 to 29 yrs,2,female,overweight
USA,2004,30 to 34 yrs,2,female,overweight
USA,2004,30 to 34 yrs,2,female,obese
USA,2004,35 to 39 yrs,2,female,overweight
USA,2004,35 to 39 yrs,2,female,obese
USA,2004,40 to 44 yrs,2,female,overweight
USA,2004,40 to 44 yrs,2,female,obese
USA,2004,45 to 49 yrs,2,female,overweight
USA,2004,45 to 49 yrs,2,female,obese
USA,2004,50 to 54 yrs,2,female,obese
USA,2004,50 to 54 yrs,2,female,overweight
USA,2004,55 to 59 yrs,2,female,obese
USA,2004,55 to 59 yrs,2,female,overweight
USA,2004,60 to 64 yrs,2,female,overweight
USA,2004,60 to 64 yrs,2,female,obese
USA,2004,65 to 69 yrs,2,female,overweight
USA,2004,65 to 69 yrs,2,female,obese
USA,2004,70 to 74 yrs,2,female,overweight
USA,2004,70 to 74 yrs,2,female,obese
USA,2004,75 to 79 yrs,2,female,obese
USA,2004,75 to 79 yrs,2,female,overweight
USA,2004,80+ yrs,2,female,obese
USA,2004,80+ yrs,2,female,overweight
USA,2004,2 to 4 yrs,3,both,obese
USA,2004,2 to 4 yrs,3,both,overweight
USA,2004,2 to 19 yrs - age-standardized,3,both,overweight
USA,2004,2 to 19 yrs - age-standardized,3,both,obese
USA,2004,5 to 9 yrs,3,both,overweight
USA,2004,5 to 9 yrs,3,both,obese
USA,2004,10 to 14 yrs,3,both,obese
USA,2004,10 to 14 yrs,3,both,overweight
USA,2004,15 to 19 yrs,3,both,obese
USA,2004,15 to 19 yrs,3,both,overweight
USA,2004,20 to 24 yrs,3,both,overweight
USA,2004,20 to 24 yrs,3,both,obese
USA,2004,20+ yrs - age-standardized,3,both,obese
USA,2004,20+ yrs - age-standardized,3,both,overweight
USA,2004,25 to 29 yrs,3,both,overweight
USA,2004,25 to 29 yrs,3,both,obese
USA,2004,30 to 34 yrs,3,both,obese
USA,2004,30 to 34 yrs,3,both,overweight
USA,2004,35 to 39 yrs,3,both,overweight
USA,2004,35 to 39 yrs,3,both,obese
USA,2004,40 to 44 yrs,3,both,obese
USA,2004,40 to 44 yrs,3,both,overweight
USA,2004,45 to 49 yrs,3,both,obese
USA,2004,45 to 49 yrs,3,both,overweight
USA,2004,50 to 54 yrs,3,both,overweight
USA,2004,50 to 54 yrs,3,both,obese
USA,2004,55 to 59 yrs,3,both,obese
USA,2004,55 to 59 yrs,3,both,overweight
USA,2004,60 to 64 yrs,3,both,obese
USA,2004,60 to 64 yrs,3,both,overweight
USA,2004,65 to 69 yrs,3,both,overweight
USA,2004,65 to 69 yrs,3,both,obese
USA,2004,70 to 74 yrs,3,both,obese
USA,2004,70 to 74 yrs,3,both,overweight
USA,2004,75 to 79 yrs,3,both,overweight
USA,2004,75 to 79 yrs,3,both,obese
USA,2004,80+ yrs,3,both,obese
USA,2004,80+ yrs,3,both,overweight
USA,2005,2 to 4 yrs,1,male,overweight
USA,2005,2 to 4 yrs,1,male,obese
USA,2005,2 to 19 yrs - age-standardized,1,male,overweight
USA,2005,2 to 19 yrs - age-standardized,1,male,obese
USA,2005,5 to 9 yrs,1,male,overweight
USA,2005,5 to 9 yrs,1,male,obese
USA,2005,10 to 14 yrs,1,male,overweight
USA,2005,10 to 14 yrs,1,male,obese
USA,2005,15 to 19 yrs,1,male,obese
USA,2005,15 to 19 yrs,1,male,overweight
USA,2005,20 to 24 yrs,1,male,obese
USA,2005,20 to 24 yrs,1,male,overweight
USA,2005,20+ yrs - age-standardized,1,male,overweight
USA,2005,20+ yrs - age-standardized,1,male,obese
USA,2005,25 to 29 yrs,1,male,obese
USA,2005,25 to 29 yrs,1,male,overweight
USA,2005,30 to 34 yrs,1,male,overweight
USA,2005,30 to 34 yrs,1,male,obese
USA,2005,35 to 39 yrs,1,male,overweight
USA,2005,35 to 39 yrs,1,male,obese
USA,2005,40 to 44 yrs,1,male,overweight
USA,2005,40 to 44 yrs,1,male,obese
USA,2005,45 to 49 yrs,1,male,overweight
USA,2005,45 to 49 yrs,1,male,obese
USA,2005,50 to 54 yrs,1,male,obese
USA,2005,50 to 54 yrs,1,male,overweight
USA,2005,55 to 59 yrs,1,male,overweight
USA,2005,55 to 59 yrs,1,male,obese
USA,2005,60 to 64 yrs,1,male,overweight
USA,2005,60 to 64 yrs,1,male,obese
USA,2005,65 to 69 yrs,1,male,obese
USA,2005,65 to 69 yrs,1,male,overweight
USA,2005,70 to 74 yrs,1,male,overweight
USA,2005,70 to 74 yrs,1,male,obese
USA,2005,75 to 79 yrs,1,male,obese
USA,2005,75 to 79 yrs,1,male,overweight
USA,2005,80+ yrs,1,male,obese
USA,2005,80+ yrs,1,male,overweight
USA,2005,2 to 4 yrs,2,female,overweight
USA,2005,2 to 4 yrs,2,female,obese
USA,2005,2 to 19 yrs - age-standardized,2,female,obese
USA,2005,2 to 19 yrs - age-standardized,2,female,overweight
USA,2005,5 to 9 yrs,2,female,overweight
USA,2005,5 to 9 yrs,2,female,obese
USA,2005,10 to 14 yrs,2,female,obese
USA,2005,10 to 14 yrs,2,female,overweight
USA,2005,15 to 19 yrs,2,female,obese
USA,2005,15 to 19 yrs,2,female,overweight
USA,2005,20 to 24 yrs,2,female,obese
